"B" "CD4" "CD8" "GR" "MO"
"cg21792134" 0.915227615546692 0.908621693539895 0.90817295249042 0.0894909376796439 0.843952749657292
"cg23819411" 0.929329266584749 0.93771708470646 0.934587350105128 0.0872564027035549 0.762400778916044
"cg01699630" 0.888311601292634 0.886575875816691 0.868467078228838 0.0757952949212156 0.86917110635295
"cg15658793" 0.865291973400597 0.922302535165452 0.896065301706288 0.0440752678039481 0.704841661791512
"cg00660167" 0.96850994020633 0.968407069286818 0.965566273645929 0.125486370668798 0.810120091017968
"cg15878616" 0.973018908193847 0.978937204707975 0.976111368803716 0.0669556450563535 0.55215228163202
"cg10611016" 0.896654347135224 0.910277178474595 0.905565407158579 0.0436728553623905 0.660403554460975
"cg24504014" 0.913643130970226 0.924137409918909 0.919768565501437 0.05661671664504 0.664229499540052
"cg03340036" 0.87768552489854 0.885423654620256 0.891106866021654 0.0490857704164013 0.731842761068285
"cg18023065" 0.978829539621381 0.974190583144236 0.970909984452859 0.0275417293568894 0.377479917154539
"cg24737761" 0.879062626981166 0.886464942876322 0.86531425980756 0.065450452648099 0.799608119899073
"cg01692842" 0.853985684539696 0.8444395307426 0.844278767866705 0.0433404691888974 0.798346088550432
"cg09859659" 0.874333020516425 0.895548219696856 0.892536747033742 0.0931330278187409 0.869691590083711
"cg11153071" 0.978277771275167 0.981859521248076 0.977036644375299 0.104974548132338 0.64493746483831
"cg13852284" 0.873855315402948 0.850188738226974 0.834115784239542 0.0654842731977331 0.844878085450171
"cg13178361" 0.887944818635665 0.892525188271756 0.896162221208486 0.0717687543659286 0.750051522375651
"cg11313468" 0.857208047177374 0.860349446680986 0.849021968188736 0.0439264828356696 0.740333367858894
"cg01923724" 0.878218860029792 0.872421306191746 0.874685212924639 0.08970142145201 0.859249804524017
"cg21685770" 0.829550687448775 0.885716225717563 0.884700996688827 0.0396645908514966 0.686210830310825
"cg04609694" 0.864888210794929 0.875165694522105 0.873143952898815 0.0712716229293013 0.794690336371916
"cg09166556" 0.865945211667625 0.919541010049164 0.913084773879734 0.0658123601801082 0.690422508146125
"cg07409471" 0.928875381268264 0.917666858165907 0.920299529835589 0.126386870685882 0.854707567343669
"cg12809098" 0.910465771442797 0.909760342257243 0.906626938487696 0.07407121713141 0.688245076638315
"cg07561747" 0.890074716805009 0.872248471887125 0.888852945449616 0.0492185206770987 0.65285120660886
"cg17932662" 0.904575217327638 0.892567275259656 0.898697763461672 0.0600593903208397 0.651709400467704
"cg04858164" 0.856207581381588 0.881528122181449 0.868784112001231 0.0729919924859851 0.781268498413086
"cg18148314" 0.202107169552428 0.0803993616574072 0.0747661122455119 0.852793921315914 0.855203163263387
"cg09621572" 0.12792045757187 0.153709487203436 0.213460668004678 0.899728078126169 0.904174754756109
"cg13815684" 0.222867672048911 0.140135292701174 0.226160157051329 0.926698675652908 0.908805048798496
"cg08653292" 0.0817792122144953 0.307283491631766 0.448690873481563 0.884210401117917 0.500093270512469
"cg17322655" 0.512202343661192 0.066387965827172 0.149027374012494 0.94265910529295 0.833043910673051
"cg17587997" 0.0902754023491328 0.130404178470728 0.132840303338062 0.847582602156037 0.821498873806374
"cg07076751" 0.320035802360048 0.0959952243065265 0.116922426053289 0.908173920266121 0.884166268256924
"cg03526142" 0.296517412313562 0.0431808233778152 0.0548107167668678 0.845571710037116 0.772281059296279
"cg14597739" 0.13629924003201 0.157953152903999 0.236325767285795 0.91689608282032 0.915705856454175
"cg14165142" 0.190479191727541 0.0501699785792255 0.0582989679400856 0.845856860102481 0.85526781605641
"cg21359303" 0.32024575332724 0.0945467647572467 0.116418174407847 0.922620896794039 0.907822699921797
"cg26404422" 0.0945734665096262 0.0721113917414028 0.0910501076401427 0.811652224134802 0.720350725497354
"cg26106166" 0.105192202236172 0.0837194922033422 0.0880216898944822 0.792388956467672 0.61395982639345
"cg01867764" 0.0603794211866864 0.17756541478747 0.172806536220993 0.779400555829784 0.426169632449331
"cg02402436" 0.0537687626303154 0.0748755122736448 0.125975878320839 0.852757951909179 0.859456950629749
"cg09221159" 0.126380241816837 0.0549079272511474 0.0634046057307214 0.75199800979319 0.465800568087418
"cg12810837" 0.0599068280380899 0.0448079215946693 0.0511243358430626 0.796523512534954 0.720998010943442
"cg02787852" 0.262659510170133 0.101999881548008 0.109479224673591 0.92767064729269 0.921100298230059
"cg21999229" 0.0914573969098744 0.121658556046959 0.196099294419125 0.911238024557177 0.9130699563722
"cg14480046" 0.320522856766592 0.0764712607375687 0.0826433745992007 0.920328303834738 0.87966550503718
"cg10145533" 0.0897367807153632 0.0752570190274772 0.0948265551210928 0.848005548550063 0.803720582675595
"cg15519096" 0.188740707715494 0.0565455664505875 0.0957896024110179 0.87822724612267 0.840916285888541
"cg21959598" 0.0794235484800213 0.0880121402554735 0.143896726935733 0.865112920388347 0.817663036395131
"cg17161520" 0.0552040878506849 0.0706327805501695 0.0640924799060691 0.826909440449817 0.778581385737445
"cg03889044" 0.447019646034666 0.0672136920233971 0.117265661072657 0.870533624255399 0.520225097813592
"cg07069934" 0.0590650161960804 0.0453199041955928 0.0570237767928792 0.839892528671115 0.839647884380347
"cg01170124" 0.27198973549092 0.0441488465160783 0.0469604322998535 0.901669311831173 0.882714133400483
"cg14441276" 0.0434082560531821 0.0776497884454606 0.112098868251775 0.867690305212555 0.867500437516275
"cg11354682" 0.0678705478899495 0.341471904588056 0.403120666758314 0.821491447248718 0.118029621891699
"cg15903956" 0.0605218516026683 0.186811272774619 0.16701530088269 0.876407432920806 0.715841866205661
"cg20805133" 0.326789698170386 0.0471715165136969 0.0607213352963031 0.928225140363066 0.89803639335685
"cg17078393" 0.0961286854918641 0.0825058616232685 0.0816311480688074 0.879792247927319 0.874298028629489
"cg08169020" 0.222721308264577 0.0383239846346827 0.0393417001031955 0.901154616491872 0.884343258144085
"cg17169196" 0.0881449765163697 0.102043824018386 0.159831954103082 0.921395950546201 0.914680679394649
"cg02212836" 0.0600417592302239 0.264589236704737 0.341043887163291 0.802034525674446 0.136580329173145
"cg18920397" 0.117967276332357 0.0492983666758733 0.050534773999217 0.847193311590802 0.732579287320928
"cg27377289" 0.0510723790510866 0.0827188138486456 0.15191763451524 0.906739457298103 0.892153966376799
"cg14437551" 0.0766805768157982 0.102655158338326 0.161665189914184 0.937074587087876 0.926083255900252
"cg10699171" 0.0880302153138933 0.0729463245287964 0.080127431384278 0.812202181780371 0.529784969148264
"cg18128887" 0.0338440736359343 0.0227045110983488 0.0276559680159248 0.737262820700212 0.362190543967675
"cg00795812" 0.381168737835923 0.0513599320992678 0.0918672084609485 0.820479326575804 0.230891126681532
"cg26348243" 0.10918599824735 0.0690918505437815 0.107871635487936 0.942705234533901 0.936940774736451
"cg20513976" 0.0358379410983937 0.021423383055282 0.0242709805488433 0.843486613727574 0.717763205224148
"cg00446123" 0.0546928120362473 0.0471821040355566 0.0459629420952496 0.860395818798664 0.701225322540623
"cg02737268" 0.0596756880646681 0.0839516473107788 0.0784409933441876 0.95064879778705 0.939517979518233
"cg27051683" 0.462411503358487 0.0432641338445578 0.11806700446861 0.945409857116669 0.494204271959109
"cg23280720" 0.193109019515077 0.0238562345059489 0.0343709832228858 0.878051201878913 0.590977313778008
"cg23954655" 0.0651477384400543 0.0638099100590144 0.0782260955129052 0.770951368984936 0.11489184263263
"cg09993145" 0.248013533375766 0.099070448361769 0.0845511526332578 0.852670058510935 0.116436122748076
"cg26341831" 0.0409256802479666 0.164668599939844 0.0529181421843597 0.86238925658791 0.181058752590565
"cg23244761" 0.966113259133916 0.968672278242413 0.964424450260901 0.966044855296551 0.0777884390469477
"cg26872907" 0.936422782895024 0.937298135724567 0.934261857273867 0.931692998063237 0.0639100310590767
"cg24788483" 0.951164951609731 0.909712519947748 0.957924983011255 0.897170522143273 0.109501641281781
"cg05923857" 0.935912595912381 0.840643414204497 0.915998612959746 0.843904094253688 0.0695368157932467
"cg19835973" 0.946782025100324 0.904421218709626 0.915802373009434 0.935516188208203 0.112950595265131
"cg15816012" 0.922897631541203 0.836329411251469 0.848532876163355 0.913222169707302 0.0837500269224104
"cg10480329" 0.875222958362239 0.906465886516842 0.899373160456216 0.847323247279434 0.0930621003804186
"cg11231069" 0.621392617455248 0.88671008719318 0.871888795334894 0.956142542945493 0.0504460829434066
"cg04468741" 0.887354272929747 0.860278467891217 0.877459885634436 0.840216958385322 0.089145667933956
"cg20610950" 0.900311636125282 0.910116169871977 0.917933845423304 0.615465232366162 0.0695899140517592
"cg10624395" 0.861173161880697 0.881187051482331 0.878813944022968 0.894196627113813 0.114709184840848
"cg08908131" 0.848549907128153 0.851365916716249 0.819848494012239 0.862311187208639 0.0849594523690715
"cg14109551" 0.888181344413349 0.894873839106972 0.89722410371808 0.781530690367108 0.10554103437884
"cg18066690" 0.895248753477768 0.900696443426393 0.892319614973454 0.893162150537525 0.137502915395563
"cg03339817" 0.707814202322198 0.973377038815699 0.97217282288183 0.975470515782982 0.151578995155235
"cg02244028" 0.886386513498069 0.898123915110966 0.881961247054663 0.859887152532576 0.125713258295796
"cg12655112" 0.861065648368306 0.886543343912043 0.931548056916004 0.7060358482798 0.0922739712008475
"cg05445326" 0.918276820278192 0.918291575568642 0.886816868611339 0.895985987566078 0.160951969311747
"cg01041239" 0.836947186172085 0.76396611147103 0.780328081653382 0.795481631750759 0.0513120103358702
"cg10154880" 0.565095247596524 0.90155610992374 0.903050868177802 0.893201696014648 0.0797530031368051
"cg26326621" 0.83399183592017 0.860746245535975 0.871403567394168 0.829066806058514 0.115368819914532
"cg22675702" 0.82558718658607 0.850952349430808 0.849297387404463 0.811181343405512 0.101660676604253
"cg22911650" 0.87679090910718 0.870093234228332 0.764034430016882 0.737442111797644 0.0795031829163005
"cg11186858" 0.969264319107879 0.981340366017053 0.980186694790531 0.550693247951476 0.143709611885552
"cg01476222" 0.738313858854589 0.863554898560548 0.790128743267334 0.881719317163315 0.0954120972613512
"cg16875057" 0.882443806145109 0.884235451227202 0.881736810397502 0.663597137723154 0.103184490332319
"cg11597902" 0.959400868645384 0.969332985208068 0.966074504916411 0.196832553830415 0.0501503793639467
"cg24365417" 0.8471197536177 0.85622305731365 0.844699260168217 0.725201156881055 0.100516962383037
"cg25856090" 0.913550447549743 0.913861282367419 0.908276985356771 0.429384711661733 0.0712864393592443
"cg07002540" 0.876333602607059 0.820014845929234 0.850316388213276 0.710239173411381 0.0966143596098849
"cg18770149" 0.880725332180928 0.83403906189653 0.828605758176944 0.86511928596179 0.136341413735818
"cg02780988" 0.751385202446276 0.836423432938252 0.828303280153957 0.832858515513914 0.0966687729366446
"cg16429499" 0.404954006030668 0.914655714487952 0.91795846487426 0.908485757970063 0.072503838883081
"cg16636767" 0.834049779910746 0.870379498165126 0.860262467353002 0.850983303101801 0.139773512561086
"cg07213487" 0.661158072699921 0.900342187686943 0.902184158481725 0.898868547479437 0.127214240302272
"cg03963853" 0.963949958614364 0.965389570477133 0.951938344081931 0.932110541228634 0.239809053931808
"cg13005202" 0.947105209421014 0.937544674047018 0.908854745463377 0.250344027405282 0.0439782924334397
"cg04045544" 0.823590282830762 0.862734646433933 0.850165125818656 0.831092074268612 0.129567045284201
"cg23391288" 0.842308093339238 0.833193841796188 0.852912569807101 0.902739517781855 0.148077949777623
"cg20641531" 0.886201235566608 0.895474419996778 0.891183605946414 0.647289061345263 0.118481892653715
"cg09856274" 0.588858948359638 0.890909203972825 0.897732929601206 0.893196212948899 0.110154662424365
"cg18835472" 0.807225602445954 0.863134691852222 0.86736794315582 0.642293096557937 0.0867485637514741
"cg13290254" 0.841171898835638 0.893338496875833 0.887853541348719 0.840462482057917 0.15969715140826
"cg10499974" 0.850555036559039 0.907340756128588 0.910777483941482 0.365340945082717 0.0502998334985146
"cg27405128" 0.905463595178657 0.913342258034213 0.906383425053003 0.786576374238099 0.172509012748616
"cg04128065" 0.789931170899764 0.883542079707326 0.874192650506808 0.884286428456405 0.155221815289927
"cg17117981" 0.821543519959771 0.909698774372242 0.929251227847975 0.417249266619234 0.0647791341344497
"cg06719042" 0.53353694858035 0.875544958953663 0.844931007142355 0.830969716056211 0.0710966388339361
"cg01024962" 0.701710519764593 0.897324983893639 0.891186658042858 0.842670870585117 0.133192134926419
"cg15310871" 0.955837756698112 0.956919792153543 0.958701517711004 0.852390736666993 0.231307366121716
"cg27027055" 0.486982817686326 0.0434188302266721 0.0529157192151484 0.866218479256897 0.885440018235433
"cg19097880" 0.0458758161735287 0.0431004539142379 0.043621180752727 0.724875974464759 0.737877825812767
"cg19126910" 0.0834287339984662 0.130171728002691 0.18870352792699 0.842279938397006 0.834873738550544
"cg10877430" 0.428139472845721 0.0224091846433229 0.0403570054907633 0.843731600946859 0.858469918201838
"cg02251850" 0.287047273635195 0.159910804088029 0.13635064394512 0.892386758462924 0.895365677998448
"cg13554018" 0.0846219948371478 0.239471783166813 0.148244200566756 0.798518535982896 0.843994175932009
"cg21577598" 0.454345639410218 0.0388157039451299 0.051603983304096 0.856795787628828 0.879891869126922
"cg16219283" 0.102595712916579 0.127432596871197 0.204631663631425 0.868250033214447 0.860315506936405
"cg01367992" 0.380744490126553 0.103904031579486 0.078437456625367 0.907728750808461 0.904162610239291
"cg00050618" 0.303016582455641 0.112140965588402 0.119941818953992 0.892987212289858 0.893942326325708
"cg03728799" 0.110046210982894 0.104850554002774 0.141073363467032 0.844655127993525 0.837322628631983
"cg12609063" 0.328153222932356 0.0746293436234844 0.0704872897771119 0.611643729405172 0.817320693068608
"cg03961551" 0.145813428990628 0.0768248771737738 0.0818098684455553 0.805019194483353 0.826043027938713
"cg02505177" 0.0401599906681161 0.124980021342585 0.0928944290498267 0.801190243743603 0.8138644404882
"cg03795574" 0.0987875484617416 0.100333775252824 0.139494068561185 0.0876760197288893 0.65326698516575
"cg00484711" 0.39485965353385 0.162000412261945 0.34402978929207 0.130504169272624 0.804119308762014
"cg19510565" 0.150312313606688 0.0395979241889934 0.0453392585904817 0.810135874216872 0.814384424702469
"cg24520862" 0.117023878369792 0.0483023158137019 0.055158334111813 0.795330408906177 0.807619081547597
"cg08224785" 0.205390506926504 0.10801777552806 0.144995889638095 0.240407871041613 0.727396712345942
"cg04722215" 0.254347818174356 0.0984649589089027 0.0918053781331845 0.800106762604479 0.872926613119177
"cg26217402" 0.102354618039636 0.240973491557682 0.133942893131794 0.861574675841458 0.899464977875619
"cg18728264" 0.0709145736761658 0.0776873650107719 0.0901904258906797 0.523051985458096 0.7681149818048
"cg10639435" 0.436746350964684 0.0608470751481587 0.0931857301989084 0.470244519707146 0.842891627588243
"cg23213217" 0.346425658261769 0.0812611501697066 0.093419755208631 0.131652294739356 0.786142511132899
