"B" "CD4" "CD8" "MO" "NE" "NK"
"cg17109681" 0.893949691450903 0.54508564433955 0.278732225965321 0.852435211042599 0.715004201186591 0.647463538748479
"cg18043014" 0.892698540643605 0.761921517655187 0.361345711089474 0.887222316969658 0.875598249901979 0.624259175895786
"cg04994519" 0.668477120041546 0.521261013586907 0.296306395623251 0.857266811381058 0.855745181153411 0.83771925981745
"cg09774741" 0.818274406038007 0.510309393965852 0.278038363708872 0.772348535459744 0.762783166238181 0.780410667110851
"cg02888364" 0.661677939437624 0.503544673462746 0.27068244112384 0.830757404184835 0.836345230064659 0.766361400000038
"cg02598071" 0.826391209657203 0.567629712800947 0.306648043498869 0.804785860575696 0.793697940227641 0.762138114099392
"cg12480903" 0.227343563563155 0.273663872453721 0.545863318433421 0.12591991269097 0.152411749439756 0.0945139683526916
"cg13153721" 0.0730949050338949 0.331411381030167 0.498670872041859 0.0600558717035742 0.0657836228845074 0.0755810562534547
"cg14200350" 0.119940247978394 0.384436193693695 0.547182662875489 0.07881382814302 0.0924218691613087 0.158128986952166
"cg15278204" 0.0630859978091506 0.394330617368231 0.535961753570166 0.0964801041351177 0.105822723356037 0.110495616838393
"cg15633035" 0.288714159814187 0.434805990241704 0.705636304182122 0.257743431861256 0.228979399263104 0.4281117453834
"cg02676380" 0.362240564246864 0.502892369207037 0.726760783438492 0.313834405594972 0.275398802283301 0.275809929159147
"cg23231148" 0.0666656190882269 0.256753267805413 0.537991504448273 0.0680857008125105 0.071111455736071 0.332427600549726
"cg17636752" 0.234158469514721 0.358195783959875 0.6026833290803 0.137974226493183 0.15603088506039 0.214364737913655
"cg00206414" 0.0999715810715256 0.315071946520511 0.511803780198265 0.0621087748020737 0.0388638594162902 0.112537816345394
"cg09543427" 0.221081864608501 0.350407527666296 0.613959346995096 0.183463737228949 0.200486752701423 0.177525758066861
"cg02758236" 0.09201415462864 0.313532955180848 0.53808592599093 0.0568181482372082 0.0608434190994103 0.222542523899993
"cg05238900" 0.366655466390621 0.592956134918036 0.792034279807523 0.341665520653183 0.313746300865359 0.393090453397595
"cg25701596" 0.0775273489407065 0.342775167232635 0.563628047968325 0.0933787123246422 0.102965307186045 0.247762596097427
"cg12477370" 0.0383164733790965 0.173162965346841 0.455846583511956 0.0271033785146935 0.0309213863620221 0.0570009111678368
"cg17332306" 0.186915471613229 0.289692805531242 0.549201419135974 0.0606955515595507 0.0609892113155265 0.189626554192235
"cg13607248" 0.0971258977557748 0.389794217473235 0.581998328642109 0.110902116484726 0.147697181071979 0.195129657590689
"cg03187661" 0.140453923179659 0.309944915674053 0.552781514669394 0.0570285614113263 0.0715405573475006 0.213301551446455
"cg08362102" 0.119587100219349 0.372093832505338 0.557663260431388 0.0763011541975279 0.0810945573533808 0.140910327361464
"cg15155859" 0.269503036730558 0.328585244789323 0.645818475622877 0.0966590599908988 0.158674542526874 0.393398974100898
"cg18801945" 0.137115061884498 0.396121542614377 0.621292301052647 0.125748079789653 0.115598038105492 0.325731714272532
"cg11976790" 0.0933342109904703 0.392679132237224 0.555846263086464 0.0879674627929219 0.0861504208471806 0.0990642120839968
"cg18670770" 0.421323144018974 0.602687301298218 0.818410262871155 0.329810092728859 0.339394002705376 0.384651929528312
"cg24541420" 0.421506492092687 0.18823021065333 0.648751160390456 0.222100752574459 0.11165497765335 0.325682975328409
"cg05702218" 0.186661738834233 0.475281928118488 0.711769289084231 0.209330962451255 0.295034919639937 0.374143766202669
"cg24215978" 0.11359556481894 0.29227642964937 0.543057972407567 0.0753523055850927 0.0867051092272091 0.118438799117266
"cg13485718" 0.364306079640001 0.539649213093066 0.794764780307732 0.290419310688663 0.284389096545711 0.460037363095873
"cg12298529" 0.341444301613774 0.46093644019887 0.68534255863176 0.12540915293989 0.133669716890069 0.306963459345709
"cg11658419" 0.147627192995879 0.399331175668318 0.616919521258453 0.0880044961242291 0.104772938674593 0.259607589921142
"cg18728025" 0.333128231229215 0.507010574540308 0.73571277587981 0.255008473125635 0.24924085339603 0.242470575305411
"cg08747006" 0.269522897322193 0.471935730255059 0.698973700185705 0.133775476495196 0.145064856613188 0.367192932582971
"cg22645539" 0.221072573888177 0.517923984916578 0.69281185157986 0.149233896351598 0.157130661817297 0.301201994398673
"cg08940994" 0.123883491404368 0.271004901470774 0.618242495800956 0.138336447990494 0.124701484502471 0.330351314362632
"cg09559348" 0.0789794441840637 0.397373423288085 0.609211115185025 0.0711444244063789 0.0701043710489178 0.298259900527515
"cg17687433" 0.118327509330471 0.29045545266527 0.57095020577418 0.0658714119216949 0.066806634851367 0.190967301657157
"cg04265842" 0.131035349118131 0.228222587019676 0.598624919272779 0.103261460386463 0.105592504118357 0.281357283606544
"cg13357602" 0.0572661549845041 0.383095573811867 0.630055533980901 0.057706872271438 0.120250150622967 0.348049347505984
"cg09237512" 0.192275641710012 0.415045752231643 0.644646477065542 0.0767640362810095 0.0726923226189834 0.276117254306575
"cg25269447" 0.463489926302642 0.371179380091738 0.772864133654658 0.154531799474307 0.171583307374892 0.480514259197804
"cg21679873" 0.226197014044438 0.541614835325573 0.763218589092062 0.159117286098031 0.226863737903637 0.408258328088266
"cg03510285" 0.0653397228813813 0.403678316367593 0.611925362272489 0.0680928312175977 0.0645105453245377 0.175930913569777
"cg08899626" 0.181617097986982 0.346564720426683 0.644924848175171 0.120161929103025 0.128854472080146 0.164334723856749
"cg11991412" 0.105476938313072 0.137143909551573 0.562966311647936 0.0473000897190039 0.0482986795039096 0.18891076734485
"cg08482894" 0.0812831384305653 0.370766229881585 0.634424890891537 0.0589415051546742 0.0609785408635961 0.277974013683849
"cg11714320" 0.0333728333105448 0.38668759704622 0.603310515473106 0.0316443716316055 0.0455008667575111 0.160152214920204
"cg05520031" 0.102570170735971 0.282298348203277 0.644287490766623 0.103853798015334 0.119807111974057 0.255785717755207
"cg19482025" 0.10779107592306 0.447816326842592 0.694028886344113 0.0556540226025762 0.0613341404960149 0.32026360264952
"cg16810279" 0.0648711508984115 0.177276987997537 0.609738167684974 0.0392334063822047 0.0415269924425687 0.240924810960299
"cg00813999" 0.116312472294401 0.363861488752623 0.706596940053317 0.102197464734598 0.112806977605416 0.181473057455033
"cg26848126" 0.13366009819009 0.473844049992049 0.802194330531162 0.146229976909729 0.143281168844597 0.205776157820591
"cg13247398" 0.119919705292701 0.545916538747881 0.79322899507391 0.0557508068128152 0.0723478981290226 0.131470024812028
"cg26872907" 0.951169549673396 0.942250226809978 0.94372747635604 0.0496408180636492 0.933263501491042 0.938751503877909
"cg23244761" 0.968648286827631 0.965449519778536 0.97232875125163 0.0863118094369763 0.958208077099203 0.962256746813984
"cg05923857" 0.93667314732897 0.855062651849006 0.92351815645813 0.0972796214290674 0.80966236552686 0.931549359307876
"cg07617198" 0.91205783373497 0.909770989173868 0.909218347007554 0.0986620603488484 0.821445224656936 0.899445279287309
"cg12655112" 0.876768749129834 0.864414859161841 0.947012932917179 0.0723957396373606 0.684778172266674 0.942904178806226
"cg10480329" 0.900759522029126 0.91219745378904 0.91713104428791 0.105929511753079 0.824301706907131 0.912118589035885
"cg15173892" 0.87486949700726 0.90130186160973 0.913563328304695 0.108335292467843 0.88941345755344 0.894194471729507
"cg00908794" 0.904998959123151 0.902630358473818 0.912719370804667 0.107625204236492 0.815318385272731 0.914186521821233
"cg00989306" 0.880592967023202 0.875873140951456 0.874787560880431 0.099040990084837 0.88247324232367 0.89450845395231
"cg20374292" 0.901572504473623 0.896761544843357 0.900624318589362 0.115158666303559 0.882069155608817 0.903458638037961
"cg18844042" 0.918545521383718 0.926556980695672 0.927195306557657 0.108234403134109 0.732379010210779 0.923663507528202
"cg01950767" 0.911583615424026 0.903138476369209 0.915824749913257 0.121147427792014 0.780304031598111 0.916430341518982
"cg16636767" 0.876790674520626 0.909541813211054 0.913290991451067 0.132265771159154 0.881752445916295 0.899060424377558
"cg01041239" 0.871411124602104 0.816204177304266 0.828376016302176 0.0863580075358814 0.810475142891836 0.929423302535386
"cg00771778" 0.911650632316901 0.913812814257728 0.906428353083151 0.131537349921835 0.834504081772984 0.905824573084566
"cg20610950" 0.92057886761008 0.908724456744778 0.924927255399567 0.0934152878984358 0.606519243653897 0.914623376587763
"cg24686420" 0.885200601096572 0.905797296512316 0.915858399200402 0.104818454734522 0.732773639900956 0.894411659774921
"cg08844422" 0.897968194203033 0.898938732903473 0.901957480660506 0.121867399218839 0.823130273638864 0.894073152250606
"cg25449870" 0.723340828106358 0.926632202153368 0.931999403805987 0.0873438870940585 0.699788684659203 0.921983868820279
"cg02647748" 0.905522174397277 0.896032491888996 0.904226031505626 0.110454636086677 0.727321430147204 0.894153892963759
"cg13708055" 0.739933328099949 0.868621057893758 0.898151301541944 0.0701215637836877 0.741337061793686 0.874717915849762
"cg27131881" 0.909385310492701 0.912179463173833 0.91418319025571 0.110806658985536 0.678487976689458 0.909966659822546
"cg02647842" 0.862070762515562 0.879181980582217 0.888797221341309 0.115648810178035 0.830668012892646 0.87603919464409
"cg19835973" 0.92816680397261 0.932428238777678 0.894553422732149 0.152274750408037 0.894442567893228 0.865351149826015
"cg16821230" 0.664926274014452 0.893011272451063 0.898404165965781 0.100635436380413 0.888192754413396 0.905618717733813
"cg18066690" 0.909011279985253 0.910611008493834 0.929629168151801 0.164557171811122 0.904290036446459 0.909916714399372
"cg23373670" 0.910947502990944 0.878794039584066 0.891108294191062 0.139970282630151 0.861258418613311 0.897311927048313
"cg24788483" 0.947799608617447 0.885954476529345 0.954426470259169 0.171350906751541 0.855360113327973 0.948554866714955
"cg10034678" 0.898668214892288 0.877593054666482 0.886538391243231 0.108043300105734 0.730365251741972 0.873160087498144
"cg25026693" 0.769782692551593 0.880666873024098 0.905084135995307 0.0977156315603172 0.75987346903237 0.882519534091518
"cg26201751" 0.887235264703152 0.875851275673985 0.886588803062172 0.140421102396613 0.892261386350131 0.873638441248885
"cg22675702" 0.839830954011409 0.854291588085061 0.869496721226535 0.107213268918039 0.818623163092257 0.861810695159419
"cg03414235" 0.901868168902275 0.902063034653554 0.906818082270681 0.145912247457195 0.816141591464911 0.899482963896398
"cg22180675" 0.865928231129487 0.881610821022249 0.88222509493854 0.105867829202281 0.754933378347474 0.829619502475578
"cg19388268" 0.898719266677723 0.903066499538011 0.90443931405559 0.13097685546291 0.738552840552654 0.893516755747203
"cg01407558" 0.814057385026589 0.891145891624375 0.907050555154959 0.129158674723989 0.821037067120815 0.897079025704899
"cg10624395" 0.874357351771272 0.86758383753002 0.893359786369423 0.144815217546024 0.886328440053716 0.893494412921285
"cg26538782" 0.731600894940544 0.891338131688045 0.902936118784085 0.113168971804411 0.833636306098388 0.884647483626807
"cg24655168" 0.908177352280186 0.886937480657025 0.909985147464286 0.111162433379516 0.624561005385878 0.89985493247954
"cg02244028" 0.888792901284044 0.884047421848037 0.896223776996684 0.142113903474765 0.840326729058985 0.872687269599305
"cg06636137" 0.908792586134871 0.900155654470661 0.90896150698411 0.164406772270399 0.873701976136372 0.900343175400363
"cg14172797" 0.888195350757056 0.862404574921186 0.897092294914577 0.141364077387208 0.828933546409021 0.900120696610772
"cg02007480" 0.844130162253321 0.81691114476927 0.82608167845651 0.0882562239239369 0.79026690058969 0.830429770549661
"cg08554390" 0.888440970931334 0.890584181076128 0.904063430654925 0.125939762916426 0.721105337604293 0.885649366517119
"cg12422199" 0.653777759812778 0.860361667626281 0.851214550674446 0.0751963359900375 0.855070535112707 0.810857328433738
"cg00200515" 0.852038050157068 0.839764258742365 0.87292245264636 0.0869706631079157 0.652112422223367 0.869078318423544
"cg03339817" 0.695420217153782 0.966356475162994 0.971257465395321 0.185159114632672 0.969421174494244 0.969575559009341
"cg14109551" 0.895740653179411 0.897196189065794 0.905543192069084 0.137413843574393 0.738071091141171 0.896421883465832
"cg27249387" 0.865461805891578 0.878133993743322 0.882894994280892 0.125118377650564 0.774356133534695 0.871272103561172
"cg04468741" 0.881429897066334 0.862802232375991 0.880228586124712 0.130447997133393 0.793979595471867 0.875110824033301
"cg18527651" 0.352424743992963 0.0586800246175131 0.0560610647449971 0.504844740987427 0.177934634387898 0.0570398645830941
"cg14655843" 0.260108393221553 0.123404348404155 0.17178974793876 0.603377679957427 0.430480317970581 0.177941507833612
"cg12259655" 0.158549087198872 0.148969849395262 0.179433516726494 0.582413629793362 0.44184155307646 0.106654253314804
"cg01510718" 0.340430355073502 0.620628444103165 0.490130827135399 0.87636387105145 0.448638436558632 0.564499013792343
"cg23053742" 0.128698254871903 0.0826731776275313 0.0813914986310945 0.484303064962546 0.140075538247016 0.0935670961573667
"cg00878274" 0.098255627297996 0.0806936298708971 0.0710077739735168 0.495719561085876 0.255395699952503 0.0758844751690303
"cg03754428" 0.220191180142216 0.0673340641828309 0.0608960007881942 0.545926433058648 0.361829642906034 0.0586506951506934
"cg10578938" 0.18397377414167 0.109609895960657 0.0858369730253916 0.583925661251823 0.207546272341846 0.321498660329109
"cg17830204" 0.117214961943411 0.0665532119434081 0.0652408235812521 0.551335198920776 0.377780166708496 0.0682057564042953
"cg15480653" 0.0489767154284639 0.0522931861856158 0.0537661103238552 0.539821456406908 0.287451042919698 0.185150925027513
"cg23663698" 0.113990375083042 0.422214896081947 0.401651833862448 0.782554551229211 0.506424538627032 0.369446632151599
"cg08425678" 0.329501078121903 0.434456702233462 0.406551022328164 0.77154086303871 0.22473902594049 0.332367449504589
"cg15358893" 0.0505926385231976 0.258708328298337 0.257586212744207 0.646761701827847 0.264540919917221 0.240470825310845
"cg10768932" 0.0478200315576936 0.054720485166261 0.0452281239464614 0.483042772549944 0.0620166238851791 0.0482411551502779
"cg22272473" 0.368122634404527 0.0965304729023976 0.219008582059559 0.755700479880735 0.400143291041377 0.493486031167434
"cg01656547" 0.434926698428125 0.0848018529507665 0.0649828882259166 0.609701296761221 0.168323115223122 0.0631049173293789
"cg12990832" 0.151382548695137 0.131560165000236 0.11908513493902 0.637776133721904 0.427476893776936 0.121447218302287
"cg03958078" 0.237146486708085 0.101240070041718 0.0978589130772682 0.606022158634233 0.247082571950543 0.0788953181186452
"cg07091793" 0.121923692341859 0.422409645881614 0.343538060970496 0.804605593054616 0.513143296704117 0.30870018433254
"cg12711722" 0.0628199211041446 0.0633931024349253 0.0579322637895058 0.544839764220778 0.180245282000009 0.0598596580801415
"cg02129005" 0.0513442331232663 0.0665108310170761 0.0718776302373094 0.550079827601153 0.185547636492734 0.0556702282493006
"cg26683792" 0.15529908755574 0.0551715958200179 0.0599097665751309 0.557112257909093 0.100236605294981 0.0650280071297414
"cg23318800" 0.0896242620588761 0.201649385483028 0.0875774514697312 0.622696710287729 0.293783997706525 0.0618028573308918
"cg09168292" 0.382080695239832 0.508371724263244 0.481444237938132 0.868343655768742 0.227597117182621 0.339275995064954
"cg17596511" 0.428504855327044 0.126572125846832 0.0843272151422755 0.649417316722922 0.14602597442352 0.0729135040868493
"cg27630863" 0.36704343405847 0.0704816409343091 0.100058208900471 0.671168698464105 0.27609883515724 0.163263638185215
"cg20069757" 0.0477268407310265 0.244358934220401 0.283468486958398 0.651932321527378 0.209285744955705 0.0572307127851199
"cg03316149" 0.468083514797355 0.083427349862753 0.113874808205827 0.670930203853039 0.110201564643134 0.18833269078616
"cg21710377" 0.419544765529891 0.0584389105967776 0.0551841844624322 0.640564314939295 0.209847431033293 0.0575289971984884
"cg00649318" 0.204856504834281 0.177142995142375 0.120090644318022 0.722363491320563 0.567315980456271 0.111552428085243
"cg07391417" 0.179333303136684 0.228198989648151 0.227918474693429 0.765063987810872 0.516431170877694 0.206306922721185
"cg06348206" 0.221586957209164 0.0825657089744846 0.0897512947888388 0.612277101678061 0.0752713740168762 0.0971656114239096
"cg21890024" 0.465429207251185 0.0827343551607776 0.112071147629232 0.695886106169926 0.0849660543631224 0.209423878001564
"cg20288570" 0.430909821854735 0.0927120161933103 0.0806223362341039 0.698603827930773 0.249421120304782 0.084116259000706
"cg01355089" 0.278652585307175 0.275296402914919 0.273233698159813 0.838004694468481 0.558646549885475 0.208508769026841
"cg21542303" 0.351622020707758 0.184351963007311 0.133613179041476 0.730737013284726 0.257055684758178 0.113732245086746
"cg00298230" 0.389365970031097 0.269043351030188 0.335212476125704 0.864812559360865 0.614490236392559 0.106623456527302
"cg11265696" 0.0787023297639521 0.248324119161176 0.189240348715043 0.767077168781805 0.274461112985352 0.384958153417263
"cg11977716" 0.100441946723242 0.0613053049843462 0.0495554092415512 0.638364635130171 0.22414815804697 0.105526019206001
"cg21697426" 0.18689672955847 0.0883459499712112 0.0812153151899293 0.695816387029957 0.379823906914062 0.0894330620511224
"cg10134312" 0.0877488347324289 0.0820661878325883 0.0761775872213359 0.659749438675795 0.170858139730009 0.209743757873794
"cg07692435" 0.531444288751484 0.150373670086623 0.18380078250883 0.855342313030716 0.526928002668113 0.111094314227567
"cg14364797" 0.554941701017806 0.163203913245072 0.0504323361371286 0.77546910906053 0.264978673211364 0.0551335236748659
"cg14080071" 0.259112771058866 0.0959061742587106 0.0905205160904058 0.713590019605607 0.107211257818146 0.203455483452327
"cg09912135" 0.117747479130423 0.0876176103410065 0.087136142550576 0.761037340659174 0.516255819848318 0.0925027494547561
"cg24957609" 0.166089872787909 0.128765836123993 0.100245089584711 0.802757335524072 0.518391822940239 0.112986617620566
"cg10639435" 0.489591567145751 0.0848939865720158 0.0855567642627199 0.846222375493574 0.474347699149174 0.0840879937555313
"cg24684432" 0.412049072602851 0.14378784596324 0.107877828927956 0.810488235611728 0.195283105913146 0.0978490450492119
"cg03795574" 0.0806595549566641 0.110101917552431 0.149490132225064 0.790217508282019 0.100592148817879 0.389711152918929
"cg23360308" 0.0877639060449758 0.0624451859396712 0.0638601026813826 0.736412525559283 0.0884894543436695 0.209306940477558
"cg05398700" 0.964583290500255 0.966165617347698 0.968328817457002 0.93383950879778 0.0761309293240366 0.96129439656777
"cg27546908" 0.982041035783988 0.978900897181138 0.97829143158928 0.895086204260977 0.085323032633066 0.975939896673734
"cg16802439" 0.97462684464864 0.97744317778735 0.979912712018976 0.780120974838033 0.0805876454866373 0.961306063117143
"cg16567823" 0.911767370535792 0.89774689508194 0.906510220015191 0.847286676507452 0.072158795796317 0.890160282141149
"cg22381196" 0.922965244761943 0.926103586848889 0.924664362196767 0.694707560831517 0.0595594167370116 0.91496270755019
"cg25739938" 0.902597950290615 0.90236735079428 0.908350001337616 0.888998254922457 0.0828664468194061 0.8814781695387
"cg00660167" 0.961519984846196 0.961838675817397 0.961796253604877 0.754188240181057 0.110883091364039 0.952216056987075
"cg19037107" 0.912338426743225 0.898212252126907 0.888259992765479 0.861895497627777 0.0840075228034908 0.884907739814584
"cg17143549" 0.894520918764685 0.886562137803958 0.889913759589474 0.805673838746182 0.0714365260380183 0.902377516056101
"cg00705730" 0.907566450165379 0.871266642845664 0.880421442341597 0.85860706298324 0.0810492509321579 0.894250013073165
"cg23946394" 0.917433199188524 0.902039314354796 0.915749033675888 0.831326546898254 0.0912959538028141 0.891407835551427
"cg11483312" 0.906994408682259 0.901418486650688 0.905138991494786 0.777754150491195 0.0805062504980397 0.895453179054666
"cg08253808" 0.886205386930518 0.913194950440778 0.912810884073582 0.761766024565963 0.0785725630192591 0.898715528118483
"cg20030158" 0.917056888395762 0.917162847515493 0.924620329822662 0.912330721012328 0.121622047292962 0.906673298884101
"cg27557168" 0.908378358973694 0.896807945671471 0.904052464188964 0.870559090358383 0.1003697472177 0.889167524827912
"cg00439981" 0.915616969346347 0.917974592079259 0.915712494758302 0.662787238441049 0.0716331810764014 0.90452496388767
"cg14547936" 0.917129777780932 0.908938039659082 0.912540411502569 0.740270451468101 0.0841548581656352 0.903270054050811
"cg06270401" 0.90519229693716 0.872023437557815 0.868710643358488 0.856399941114441 0.0785265937341978 0.852510423315148
"cg18023065" 0.9780020029263 0.973757761792228 0.976725949315282 0.399234738500469 0.0686142563415591 0.95809026978994
"cg13699412" 0.894714215307482 0.886535597251916 0.896378567152346 0.873444140993587 0.0942054901846204 0.872316720358803
"cg15878616" 0.973133002595829 0.972954941421054 0.972850873384597 0.553180842593596 0.100051673871882 0.959299242339242
"cg01899759" 0.891865304095105 0.891384089386268 0.907128104471403 0.862888000215674 0.100696875314458 0.889129968181297
"cg11181843" 0.908957357628604 0.898474101073844 0.916928313747555 0.835558489799522 0.105969767235064 0.905366392275049
"cg05627557" 0.874412031046354 0.870965149474855 0.884409846251511 0.712206185399116 0.05457496544866 0.859115182433851
"cg06398054" 0.923562042376818 0.919997223280169 0.921410520955657 0.634972064947218 0.0776849868330666 0.907347741046308
"cg10914422" 0.894139429050187 0.894040712273965 0.89099132460197 0.884240391773903 0.102821962842846 0.876998078718264
"cg11547924" 0.89484078354853 0.902088950987976 0.90821614179542 0.850680677673132 0.10470197045446 0.892084989136594
"cg10274860" 0.886195920112985 0.901420989942776 0.909709615220655 0.720400066201495 0.0786494421807342 0.892273746271241
"cg16649792" 0.884542428714963 0.883406610807394 0.900715456626307 0.819094353288396 0.0888236817968905 0.872123889741301
"cg20246452" 0.910281331396692 0.904340031931384 0.904937629042869 0.778665929516921 0.094961967656591 0.88830039553182
"cg17351890" 0.909912900080354 0.895322394466085 0.906566957014356 0.655467984321508 0.0725036394890922 0.902813059746852
"cg04572930" 0.943223888918321 0.946976320245794 0.961162950859721 0.435113127858527 0.0685297407622399 0.945308397368993
"cg03637218" 0.902947360258064 0.894054265431546 0.886824611585039 0.906746396189631 0.11356370794081 0.881204463129162
"cg04855678" 0.920664448827514 0.932656938423274 0.939483029322413 0.59092154118606 0.0667365809743668 0.834472073819804
"cg07162704" 0.899013117712854 0.909343241999696 0.914405634656033 0.688014132533019 0.0825321066473449 0.890260017131888
"cg05936004" 0.896459773459654 0.881630723117886 0.887077847942693 0.810951658470509 0.0885925940014485 0.857778833720716
"cg23169883" 0.97103325354814 0.969696828352133 0.97263334660178 0.406247088628411 0.0809625360403088 0.957737906641192
"cg14054880" 0.890166251009842 0.884261664920849 0.91340258399827 0.899885099527077 0.116817353890747 0.886828624936347
"cg04858164" 0.916228649916215 0.907525702426097 0.91558636127497 0.868208454536259 0.125568455905572 0.902139473376403
"cg15107418" 0.886783191746789 0.894218976147093 0.902084603255601 0.868954889850024 0.112390123295053 0.890453554707206
"cg09608814" 0.888641001819163 0.899156640690397 0.901320550609848 0.754294670416424 0.0923091122600363 0.892807751369295
"cg02490678" 0.90822858639535 0.863209776226816 0.870473319813433 0.709732006905497 0.071365474223203 0.865080262618657
"cg23700338" 0.885173418564897 0.899842768471023 0.87490478155449 0.853485229996452 0.107288155948651 0.880257364772164
"cg09781514" 0.905322213013879 0.90450528587598 0.899802427839112 0.808367855164736 0.112575873355124 0.900711690391859
"cg07984817" 0.889034948808183 0.879967231777058 0.881997214633745 0.763059780056665 0.0901751114723073 0.887378609364837
"cg07195748" 0.874761166471148 0.867815421421234 0.875270037030756 0.824815109202564 0.0913048466751492 0.864189500683296
"cg04524488" 0.907364563851682 0.888270323892221 0.890314023002629 0.762928878882856 0.0993263670432261 0.895788968908529
"cg13595556" 0.909915679634093 0.888690962993365 0.889732120046032 0.68602962001741 0.0761016103137487 0.849870995751582
"cg07223007" 0.849447145024223 0.869467288241844 0.878654834869326 0.834267117902696 0.087342753335472 0.849922327915077
"cg21713741" 0.905562305563319 0.90222685440609 0.912453515949178 0.647240031839249 0.0864494062289358 0.89925826702509
"cg08031790" 0.422340177087698 0.0709577182314082 0.0889471770107321 0.0528862080570444 0.717404011981461 0.3801252336617
"cg05594470" 0.172627681382576 0.33325578669283 0.274875644806947 0.175768170462712 0.805883450779754 0.459174146347141
"cg08653292" 0.103651762316293 0.238550502558988 0.396495436350459 0.535564139301951 0.881221164760354 0.544067437485223
"cg07920076" 0.0575831896641764 0.173840819841457 0.256872739567753 0.37805122762455 0.753864555156864 0.299816053948243
"cg09221159" 0.1462224396205 0.0703128486676317 0.0727703763962713 0.446123086749153 0.691764264987698 0.10390216377869
"cg16861615" 0.182353371281104 0.0654685080697179 0.0598303723562673 0.269819706104463 0.671090417869326 0.151043144415627
"cg01341486" 0.0611210510570458 0.387533021449255 0.519953734285399 0.0706941076714579 0.808669702205209 0.341990084323081
"cg02212836" 0.0835270436563988 0.295587668106798 0.392524618772615 0.167086767252408 0.808359926893221 0.450752741636366
"cg00661777" 0.0790680121321049 0.281554274172512 0.211471036913921 0.0894396845065507 0.689682581464768 0.100744405806592
"cg27058497" 0.174419695377677 0.0873001713846343 0.0555241104785454 0.237858121088552 0.660405075854252 0.0682798511604318
"cg15901239" 0.475744908238189 0.30838907009715 0.28478490031076 0.0938182180178016 0.809226924103221 0.190389278428782
"cg06883317" 0.290482901188494 0.132366613581185 0.259089949401976 0.621211540589912 0.824230802342243 0.146400744554593
"cg04194449" 0.163171422987724 0.305867542886076 0.310203419843718 0.102379052965566 0.814799618607938 0.469903840459885
"cg06078093" 0.29785880110648 0.18506050096567 0.327539082419849 0.126721319368477 0.795909992888268 0.284075076884477
"cg11562379" 0.0566979150357352 0.39247422051775 0.437316000726918 0.0617530831694504 0.789223954166896 0.200235164071307
"cg11311865" 0.0916770328275633 0.166705081609792 0.158205843857139 0.152999322558483 0.711608910070401 0.214887332815042
"cg06056332" 0.0635793132135613 0.0708821337606912 0.0651209709743621 0.392699772006448 0.686708189229953 0.0765867888545743
"cg11958949" 0.291433347068992 0.316642597664316 0.230291877529842 0.232439358993574 0.801291325998465 0.108721118173677
"cg12093275" 0.0667164984143953 0.124058765092567 0.116007531835318 0.0770992840902259 0.658533687532583 0.0871376539055737
"cg18128887" 0.0464293886596781 0.0387380624966804 0.0365407427368181 0.385344341312258 0.673540717228885 0.0416456829225879
"cg20593471" 0.187891104018749 0.0729789831279746 0.0705893335219523 0.415122078921404 0.730527676119011 0.0794522717266914
"cg11123646" 0.102841647794697 0.0678241369947346 0.0729758462880176 0.426246120893909 0.746549769281576 0.233702450725773
"cg18655807" 0.132064300095174 0.298522150860531 0.367473052972571 0.300477620756109 0.847989351431488 0.290492783065577
"cg19732273" 0.114942673163726 0.453927230167999 0.313416774871249 0.486064467551466 0.866879639426235 0.0904653560752275
"cg05983814" 0.371046316396185 0.114381842664334 0.133429017346192 0.172456895040108 0.749467419549454 0.0846174005850415
"cg21754246" 0.0717752727335738 0.405029554370352 0.447849269416696 0.0776415856897926 0.823516688459456 0.189840975296567
"cg27253301" 0.133242391101947 0.0621498512185803 0.0635523677709419 0.400904804647165 0.736952777700704 0.139311207886103
"cg14158710" 0.0930326167437738 0.0525372220842236 0.0577392456424279 0.350893189528197 0.703371873489039 0.0707443438028125
"cg16053890" 0.0467727169374197 0.250132360290304 0.309571125487349 0.328362768755953 0.828430535867232 0.273761356744074
"cg13404382" 0.0463673018263708 0.132483234799061 0.25143471256921 0.0652368251074186 0.710809913204325 0.108702503061471
"cg21264165" 0.0687504571087368 0.0932839760160575 0.169554543243854 0.0782831304894523 0.708735745401713 0.163473552887638
"cg18688142" 0.0626020404397154 0.308450683270225 0.191713487833541 0.295189139794975 0.791537808115765 0.0781821609366728
"cg09473788" 0.0561531246703162 0.267012122625866 0.166376176423178 0.23303465075798 0.776830157244555 0.104056612271946
"cg11354682" 0.0643125753658936 0.292268828414538 0.373079703514405 0.101645919426487 0.809968435745742 0.125868748411883
"cg04362419" 0.103032058797082 0.154772057819219 0.189296012252753 0.465283983167599 0.842854211443527 0.220595419682994
"cg16063783" 0.376555126300616 0.0656165277883282 0.0317372795583264 0.368804568139906 0.795533831048594 0.0457163563400764
"cg20687262" 0.100793423709503 0.103393296071177 0.124322780841889 0.459795357522583 0.812475198984023 0.145017869399607
"cg21512660" 0.046494634850972 0.360568782863204 0.499213368284349 0.0634452368159757 0.89386296514292 0.331197682033242
"cg23954655" 0.0686122283623115 0.0781575998462901 0.0843666301288532 0.12749270108978 0.745676249764696 0.15282741448143
