"CD4" "CD8" "MO" "B" "NK" "GR" "nRBC"
"cg03916225" 0.0846587059542917 0.0699895521149254 0.779917103997817 0.37136377405385 0.110026320427258 0.787680506055365 0.471736936828907
"cg20171453" 0.104361739924474 0.076796327246397 0.818347762219688 0.162405198041943 0.476440271327806 0.746191345193741 0.65933197370497
"cg15174682" 0.117274225797865 0.0708446184056524 0.785979517782957 0.0835967513240476 0.319153575426993 0.779897590762837 0.694687815331285
"cg23213217" 0.110005615317971 0.0922281905463664 0.798288242713201 0.593884086955304 0.455192613753517 0.179859096915391 0.701822176651273
"cg17587997" 0.416606737072328 0.275878641218668 0.866170029858574 0.120147608693918 0.103083470226332 0.874299410882626 0.625671098707667
"cg27027055" 0.0899518662869072 0.0608234070481572 0.838821253779115 0.449217773619407 0.178641869836194 0.834490724914742 0.678685594629199
"cg12476487" 0.125065382193273 0.04637845684513 0.868461509384997 0.619389002998811 0.0948419651285582 0.879403330871517 0.654487485434484
"cg14437551" 0.0548417497764993 0.0484410995453015 0.686763351738591 0.0561528576323718 0.0735888595249738 0.697617603220023 0.326964100016252
"cg20055861" 0.169097663156474 0.147727217556673 0.820963976081656 0.0505138864891014 0.346078256538122 0.842075465348544 0.578578383108377
"cg19510565" 0.0735729655381162 0.0509350716839999 0.77558800339971 0.271132677118399 0.10715095419963 0.790523512649548 0.568335162805548
"cg24216966" 0.140644225694885 0.129016655109073 0.8360179861324 0.192297108787374 0.247065317020415 0.852049082523382 0.724587052186839
"cg07706695" 0.0559975621247425 0.041148756634934 0.770976265634246 0.255698808460033 0.111012777828588 0.793993001588336 0.565492791177759
"cg21999229" 0.0674363623295222 0.0552076117331884 0.715308745356545 0.0626216665008519 0.114752526740315 0.698187796469228 0.479214692735502
"cg05052463" 0.168552202477609 0.069689736180198 0.792002310988796 0.0564622004470067 0.235345049139132 0.801294864741129 0.677827231281177
"cg02737268" 0.041459535689147 0.0345945473222298 0.84115144599629 0.0439019646825688 0.53606678981399 0.906789431792004 0.738265875570313
"cg10639435" 0.117434534859301 0.122528165611271 0.806732993980597 0.582522589589544 0.0891099218036669 0.513691192363863 0.57028541333493
"cg21577598" 0.052397878298064 0.0395294469120471 0.796431274973157 0.265122933328281 0.173952931143044 0.814486611419341 0.633828882203735
"cg26217402" 0.171109013106694 0.164222935319043 0.839766626093988 0.198807267654211 0.33400873504616 0.812120068390999 0.400632635591476
"cg01849093" 0.22204925537954 0.182153847231426 0.831791061621468 0.244077541278255 0.140790478841941 0.807688294562703 0.443046194951452
"cg21830221" 0.0987761586860691 0.0921360466085393 0.762890981402396 0.088535415767181 0.133199274376248 0.784244431897399 0.500338398139026
"cg17078393" 0.126735915134922 0.100037914290676 0.832067653625308 0.109002303203125 0.326705440880333 0.837396400366944 0.660403275719158
"cg03961551" 0.0953252916374939 0.0765598897833331 0.805468685542635 0.323261273327462 0.124405035748301 0.807106866252493 0.447469421075004
"cg12609063" 0.072261218890031 0.0624770346616507 0.78736684817051 0.418101028672447 0.0884359681967188 0.647462168288552 0.530349108848054
"cg06208288" 0.150940271307701 0.127284682962214 0.885885386788626 0.493297173194211 0.109913936721316 0.883545828449314 0.587531839382384
"cg11316887" 0.12358220406701 0.0746572732329276 0.792847984176182 0.0916023588799375 0.11910722725336 0.858099530987979 0.570299816162662
"cg13554018" 0.11588398908097 0.0822238024544947 0.761710345653491 0.0524034371378302 0.0972916004247681 0.764799174121305 0.525254920115882
"cg20805133" 0.0574464285571815 0.0451683318367212 0.829568808312709 0.160222458272517 0.251140585865218 0.87468348879596 0.652049062624393
"cg16219283" 0.118958313941576 0.109546920806819 0.827496519897102 0.117766794865918 0.196930150474341 0.83835505731723 0.64257841318739
"cg21359303" 0.0738079026574341 0.0553625809691571 0.88644787696423 0.399308280847554 0.181938190878397 0.900684777984738 0.816869706441487
"cg08169020" 0.0630692255795701 0.0634253482386417 0.888443428106415 0.48180298072099 0.155852193829757 0.903958214434934 0.693094591124733
"cg26348243" 0.0723690440364712 0.0834230362402058 0.917940909659524 0.220637877628239 0.50804102120664 0.940809548624143 0.728661242959548
"cg04722215" 0.090732545776938 0.0812257836566064 0.848323461963952 0.380670989630174 0.129189725788266 0.785631533330258 0.641932714528161
"cg18148314" 0.0798823373287936 0.053734073072121 0.81460802659163 0.267841071287765 0.103127759485232 0.843502930566266 0.470223708422405
"cg14165142" 0.0727509088753128 0.0594288981917836 0.822159819519617 0.259465792455273 0.226293455556006 0.828517997657909 0.234440902492644
"cg21201401" 0.0729449835045726 0.0606929235874808 0.809063781000037 0.247494458832201 0.0962938823537551 0.86095747677292 0.210253882016717
"cg14441276" 0.072172699526177 0.0630272674099496 0.787026073815339 0.0596841427387729 0.122013084901094 0.78556773265005 0.445216974968364
"cg19097880" 0.0683420557508016 0.053842843779283 0.766046542075242 0.0662884337087312 0.0958524833955633 0.740343789940556 0.255160660098467
"cg17169196" 0.0958991502491046 0.0802978405442286 0.847851375608883 0.0904731679144435 0.184205346144968 0.859270073532809 0.646082074826999
"cg14597739" 0.0738125178558534 0.0660934243263732 0.821738810921263 0.0665226135659338 0.137479517403573 0.824996244551202 0.592535887954866
"cg03795574" 0.0698855432857621 0.0595467511429721 0.72670851805075 0.0752768033608869 0.338748765308421 0.0876680603828937 0.604945704713514
"cg20513976" 0.0411110313013175 0.0319210862384938 0.839625536803092 0.287020057277464 0.0784984850830964 0.893022508401352 0.241245157857586
"cg00446123" 0.0829900044411071 0.0670963807987615 0.866615717136329 0.278986169619871 0.107308498961454 0.912026323879864 0.234011494324076
"cg17768768" 0.953323382939064 0.955862100677692 0.943262544588711 0.0651844989497961 0.955341141571841 0.949494601298955 0.831766315991295
"cg01598421" 0.954107580614663 0.955083926633189 0.952284356026891 0.0685867272571391 0.944602708369959 0.959629549383748 0.760194618167791
"cg25131632" 0.939543657915295 0.943518941513929 0.934968194213601 0.0796851396685121 0.940232703271784 0.938299754835589 0.749635955861914
"cg19276014" 0.961862908661053 0.961189432908463 0.958604217676887 0.118409696527418 0.963660822753013 0.966769434681488 0.874092637756339
"cg13738327" 0.961356113514726 0.968039430179053 0.956044711487013 0.113693562985333 0.92816092222224 0.960789161612757 0.850926442285907
"cg02212339" 0.912616118787579 0.914689675750671 0.952686734236889 0.0934317847218816 0.949851908454244 0.952086534843216 0.791347136827004
"cg16210395" 0.911022759966834 0.911603140495492 0.892511237145839 0.0628164788250471 0.899656180884782 0.90239418619244 0.685988419468714
"cg11699517" 0.97349724178417 0.972776283091797 0.942717452803596 0.130730271527706 0.964136842399768 0.929735891555599 0.850066553782996
"cg01024458" 0.877712538906883 0.899046316493621 0.895890133008748 0.0670712495827579 0.853255626460438 0.912542135341851 0.789356588880961
"cg16586807" 0.910978909968863 0.917585876064237 0.901682447029813 0.0900007832122618 0.910119218881307 0.900194124066099 0.810209503658972
"cg26318872" 0.900522693103075 0.901070932749359 0.889554704621647 0.0812142465104657 0.893822009053068 0.893100397403923 0.792333128624948
"cg14482811" 0.956490338638432 0.957715789887484 0.927052015166281 0.114013326633297 0.865832887491305 0.938145196040249 0.801304696160804
"cg11661493" 0.872694625413327 0.877490108794701 0.853482815219477 0.0630705761593855 0.879739078965612 0.865040566284691 0.804634672374193
"cg09201499" 0.95136888395075 0.956116729579312 0.938752832374391 0.137189060656765 0.945085810217603 0.930992366579955 0.864273805803753
"cg05484949" 0.943198729100088 0.945812680058968 0.930484107081832 0.132350953165047 0.943229068823464 0.936772407885974 0.84578838857612
"cg21248060" 0.928097276629536 0.901429977452693 0.929069813408291 0.0806750812065115 0.705891000312714 0.940175684650857 0.757336660866804
"cg20602300" 0.894930242918287 0.892642275861275 0.889130231785149 0.0930329004904772 0.891427929229683 0.88708790738873 0.816918002990877
"cg15348679" 0.928428534278439 0.968234226595256 0.870765901848126 0.114991743340535 0.937891162846094 0.897106342817493 0.745802202393473
"cg13283094" 0.901346695714812 0.896131382408366 0.88360346869793 0.0849067800619146 0.870313493210225 0.885925857796985 0.717242212564273
"cg01868869" 0.898788415411771 0.896504823791458 0.88656208338092 0.091303299816129 0.892022799971682 0.889040734515438 0.729740509296941
"cg03131366" 0.893367398906307 0.893102568002796 0.844463239771913 0.0818328566867994 0.864243129143648 0.878080107656019 0.782076292128719
"cg16411445" 0.957292920371939 0.96012819660595 0.945301021343935 0.154354433105436 0.929287448890927 0.947742372807087 0.800791084555242
"cg07558704" 0.928900766213304 0.933243203909483 0.918174362438717 0.139250060862465 0.934612777248298 0.921638873223451 0.857110931948191
"cg15235922" 0.888738448272535 0.88236643943531 0.836898200288319 0.0614956527995721 0.862556520812247 0.821224440247737 0.663060526342309
"cg17995557" 0.874199873421938 0.868634294552409 0.860485170235826 0.0681857407545828 0.796379752208898 0.868753003701382 0.797420874899191
"cg26552743" 0.888096617376334 0.889157813129641 0.857935704627965 0.0732562842864749 0.854453295918896 0.857644379209659 0.664316585968095
"cg07435215" 0.883115554832102 0.887170206711754 0.844063987215149 0.0655349587155995 0.858196117109867 0.797511421530877 0.73819307157961
"cg14936008" 0.89641813424913 0.896941558204435 0.877991416142397 0.0991538038517131 0.890160246097425 0.887763287587862 0.737846823710442
"cg14066207" 0.809028069444817 0.817730543304018 0.910335134366409 0.083686271061063 0.8900634272954 0.919871285672711 0.746579371424484
"cg27106643" 0.86412628299061 0.873363783491305 0.880574476005774 0.0930608381083803 0.86555856408552 0.91105539799389 0.74891702714411
"cg25683989" 0.87529085712329 0.88405359546055 0.867500276724243 0.0797420216950467 0.849167565196309 0.859127822939083 0.673859304515143
"cg13356455" 0.898986476022212 0.892066331769473 0.877211153307286 0.079264240811727 0.783450288719071 0.867609284482378 0.692154914743342
"cg17679619" 0.86446239187231 0.87898179325853 0.856100707619752 0.0768704238354606 0.848486697344379 0.848765723198536 0.730316107829404
"cg00464927" 0.946585899616956 0.953202246487912 0.933720157123983 0.161047671644915 0.90758074438464 0.954273254311917 0.845588035164235
"cg22212560" 0.90768414288302 0.90920202420187 0.644738918523103 0.0595194859378398 0.889400309571593 0.849442830487279 0.778540415425735
"cg07721872" 0.737636881713088 0.812697900217148 0.913919705313697 0.0802555446095937 0.866737731998747 0.922936623828291 0.824759722011822
"cg16085171" 0.835994325698993 0.872017414040844 0.879425021000075 0.0920471438497634 0.883611417110817 0.88759798405796 0.725410224806518
"cg17634650" 0.891833702032547 0.892626650813894 0.881063129367071 0.0946032577243249 0.82481344860281 0.879740785513151 0.725162918777586
"cg01591579" 0.943858054156192 0.933689381007839 0.927163249378433 0.162065454674927 0.933812882852151 0.937608274421686 0.879289698908679
"cg18250453" 0.875634896616606 0.882352680191463 0.880561402019519 0.0918310330222927 0.789642350542188 0.888125526953189 0.814090026397454
"cg05524458" 0.876594686782967 0.882609681216462 0.843065353313213 0.0602439115391627 0.861234109882639 0.74312035252285 0.676329019806327
"cg01869288" 0.86113939697884 0.861085581323025 0.848967546330981 0.0735057907665784 0.828676655348443 0.860543983222778 0.691077430087713
"cg00760938" 0.872895994741778 0.869340644455821 0.853343381867368 0.0671982026228641 0.791887813695225 0.846425778459691 0.657126184984942
"cg16148346" 0.863252082742956 0.8641397361017 0.852266494600626 0.0836950725913368 0.858031461812947 0.853184085868125 0.731045827076965
"cg21596498" 0.808268858971689 0.851302393169875 0.868557342308645 0.071185938529441 0.836306159143662 0.86509220970995 0.700328207538415
"cg15532942" 0.882003903995308 0.885029495047663 0.877556762074268 0.089827787793892 0.839478590711758 0.866810747859761 0.645289992798555
"cg03860768" 0.844518127630065 0.823925141177571 0.86420512493417 0.0671088177610942 0.849939876413122 0.848415417346692 0.63081687587574
"cg02630207" 0.872161555572973 0.878233016461013 0.806591371541507 0.0696889214553874 0.848174223538113 0.809073077204167 0.732040165286025
"cg07145038" 0.886437623965635 0.887693063261628 0.87454285313282 0.0932152473202268 0.8653948754713 0.86340607024244 0.619822912852299
"cg09469986" 0.867205763926945 0.87792750884556 0.850986207896496 0.0725965308013481 0.814258715615588 0.872050613529718 0.572517968634144
"cg07093324" 0.196277683185937 0.259152573085303 0.144591578148481 0.816604938888364 0.47715422906376 0.0779500215866112 0.665067762476326
"cg23433370" 0.573248668275091 0.4704954287865 0.0648011696686744 0.831182439977791 0.0918163160652626 0.0395648270279452 0.646107237055871
"cg25616055" 0.0492944228629693 0.0419789447087297 0.0907088378447323 0.645781035774047 0.0796368405000727 0.0470349305123596 0.391962384615062
"cg16301004" 0.342714085761899 0.491481387306662 0.109006327097373 0.877819733977136 0.482076232073797 0.0805977545877164 0.644952853399426
"cg08446038" 0.114666767802893 0.199449605853507 0.132728308037219 0.801907531241691 0.524238105200584 0.155265732746592 0.51311051488503
"cg24834394" 0.306735309001894 0.29039214033782 0.347148164762052 0.860421477144807 0.355949478959708 0.075093273586716 0.592421402115527
"cg07859439" 0.0775712012504746 0.143049891118646 0.142995278308021 0.762612566641065 0.572250278288176 0.102886693145006 0.159264701964515
"cg03798942" 0.0855284088054706 0.156703015094451 0.549460201192995 0.779115591604329 0.0587871468998105 0.111087757089384 0.342014354656346
"cg03889263" 0.0969695841956403 0.115323668345078 0.101595501790439 0.763476491755791 0.596230362285861 0.0859781705010685 0.232569189603606
"cg20380468" 0.0648547387783669 0.0684086274008907 0.389707204358989 0.828895538108184 0.449312384744457 0.177542875048287 0.618194847292332
"cg02879423" 0.128644321638319 0.130388340505898 0.74961504724206 0.848109903474159 0.0872598080461385 0.106650756846213 0.598857432142711
"cg08698943" 0.173523450803088 0.349272334470576 0.0845484466545908 0.847907894881846 0.358730260107014 0.348968661108402 0.549699727277117
"cg27492103" 0.0951312576933278 0.0729608242023408 0.373230619802697 0.813471013263927 0.434637050228592 0.0817914975535152 0.62274474165183
"cg07725527" 0.124194652938743 0.11647065149721 0.1587706310276 0.733149047350778 0.115339845631418 0.120589946045134 0.586958599631051
"cg26366091" 0.23189279092856 0.284212446751793 0.0472623267896751 0.74510845321337 0.146925540638928 0.0571141138674831 0.473458775366661
"cg07091500" 0.125700000814635 0.175289623707663 0.101726789005302 0.774704742155636 0.48619307308355 0.104020900020713 0.314940464085391
"cg25983531" 0.393436078194559 0.334321539803776 0.108255434737315 0.806304324497721 0.133468719150645 0.0953160379957327 0.537423303852731
"cg09076077" 0.496101300019649 0.456964573235197 0.0825707093157564 0.829680311648197 0.0684957941141091 0.0942187750257213 0.510852252526232
"cg20025658" 0.0612748671370972 0.0538951015171467 0.251300199702178 0.706784280459249 0.0674157393081262 0.131727390572922 0.315045778939123
"cg23144473" 0.204061373516241 0.181767693555536 0.165719748068579 0.724827268834268 0.093045316677757 0.0976371238105357 0.13347989340002
"cg18020065" 0.694551297695062 0.464226394050624 0.0790140635026719 0.856636030684741 0.067623151189265 0.0700192632359214 0.385478705321278
"cg21278103" 0.432002302473975 0.431287915463242 0.131967464756548 0.87648856219936 0.440456835174774 0.112056753769419 0.205201937068855
"cg20317872" 0.0612481382724313 0.0833855652193089 0.393756145486301 0.882096707707919 0.125284049592784 0.655882963475459 0.689817579347973
"cg07249939" 0.280982046017592 0.242883834593011 0.222191305757829 0.814001275103923 0.0759093493606657 0.218665612003383 0.509264626528594
"cg09849688" 0.252238543451771 0.197295777466245 0.076665083031944 0.761477890040485 0.191546827974442 0.0746102067413423 0.425854349974882
"cg20541456" 0.0462352012101855 0.0746098144270518 0.0668593050688378 0.737091295209591 0.427566800036734 0.0372749991671491 0.459376167774706
"cg03272225" 0.048519023900188 0.0509881494841771 0.0969999613257293 0.677925521554686 0.0667271080263443 0.0654466886514372 0.366170203204003
"cg20450123" 0.184046521458061 0.205908084977274 0.160696104195091 0.75746219667229 0.0803470112549437 0.0734972450487352 0.461325472718516
"cg22446709" 0.0504899778209825 0.0525157715462676 0.0609484351126637 0.653218320888929 0.0530084296428002 0.0435739728614187 0.0834187067018986
"cg08682625" 0.0820844732072438 0.103824895966103 0.0793344037156575 0.765591892557252 0.327255743444711 0.0677036073734742 0.544272705974188
"cg15906007" 0.0934686864635983 0.101720172744002 0.30132207492409 0.755581692305621 0.0786624721957119 0.137568292647225 0.168508693325698
"cg01054402" 0.093883923337826 0.141158317935571 0.255221646121061 0.843254517759182 0.528523271272029 0.0896427468456781 0.434987486254219
"cg25518868" 0.103256259656318 0.152308506888771 0.0600303420490021 0.762754588878317 0.188598555819393 0.055129746354972 0.654716149212824
"cg00902153" 0.162922085837067 0.14462767851184 0.0612242634162823 0.863092622702855 0.700731891027956 0.089219539832692 0.51570524539999
"cg00619207" 0.0729282682867862 0.0716531390004568 0.142243580502774 0.832790441460001 0.0939891331374005 0.496207076355632 0.531505074479445
"cg09300089" 0.354423095012353 0.196745773466223 0.0716397739662254 0.810615999211294 0.0798992330025069 0.060504681249566 0.545880499516018
"cg01156249" 0.304820160132576 0.226776299222042 0.0731348065072858 0.914019208792928 0.634125165398651 0.0602560466453842 0.650586354263145
"cg19268695" 0.0607108490426011 0.0629667545671282 0.16009853303785 0.857859207202089 0.0942209124444653 0.598327546266129 0.567484188193726
"cg25336765" 0.285308674407637 0.296758695197122 0.0808233113535503 0.841222133573055 0.121102458565306 0.093337466493197 0.523036301710066
"cg21291385" 0.07074376627095 0.0793750754191537 0.388891058038469 0.836626051808254 0.128477473452268 0.0894992546042271 0.615423777845551
"cg00058449" 0.352781778494368 0.292362911521383 0.275144736985739 0.929400978159795 0.0705553864993303 0.246868927948877 0.618017811700623
"cg19269039" 0.0495666242877065 0.0581980862011549 0.170689290013368 0.852593214684702 0.0860303186528905 0.415571229806496 0.634359765021461
"cg07635227" 0.154636201143986 0.122761466949452 0.0415327701390831 0.858183103956741 0.457480600405951 0.0401422371894069 0.536100768705761
"cg23357708" 0.120240293042536 0.164687393407647 0.0683650744161351 0.807669218749431 0.146706250773029 0.0677215608691913 0.408805335106758
"cg14317609" 0.0734687913414163 0.0779926300556573 0.0659143775185606 0.753629114291662 0.0609328798351944 0.0609472582991938 0.0744094940429958
"cg17266282" 0.119480169464994 0.123172907382779 0.146845853729879 0.88927607248383 0.178040665334321 0.146477064102154 0.6797557441542
"cg08864105" 0.159668770819867 0.195834950169651 0.0710985884471879 0.872240004889431 0.110207324311315 0.0734709534804226 0.490822188171566
"cg08560387" 0.0806397890358663 0.0462048298345851 0.0459253668972973 0.823219755929191 0.0431957605696945 0.0423779904734621 0.344649987976719
"cg03429643" 0.0528430646360119 0.0491688679700538 0.0574961263879524 0.855839983028612 0.0514820488406843 0.0535614607304338 0.383327559810035
"cg02606840" 0.04459224385636 0.0424649515921367 0.0909842211253275 0.876698582023241 0.0504586007619217 0.0547570857069364 0.519590645796267
"cg12811871" 0.957144124370248 0.874254512570716 0.951863363843626 0.88301163619124 0.1387155171775 0.959769960706481 0.750588089493305
"cg25383568" 0.935592876011793 0.914492214342923 0.92816801038817 0.925960204047896 0.162806035621875 0.924981178103606 0.807330661523311
"cg27582527" 0.84264353425734 0.823254483761916 0.821909106738449 0.843647754832797 0.0647004921565061 0.836555311929745 0.55890729843256
"cg15956469" 0.937811001773185 0.919476003743795 0.937687381116557 0.933650349726206 0.178653559154196 0.933746086158473 0.849666036322439
"cg02384859" 0.893778824615193 0.863182588763242 0.892721120084871 0.894868783384651 0.126438577010156 0.895360376813811 0.682802382282152
"cg06040872" 0.903935655187356 0.846823915936153 0.885850551259354 0.900730094036235 0.123773452381899 0.863410660181618 0.717469361185227
"cg13617280" 0.87586383900583 0.871446199785781 0.847735809134386 0.864514862641363 0.0904456250115588 0.788201305990489 0.652035930200676
"cg05875239" 0.905822051283785 0.898322049409676 0.884760626693148 0.893530491368803 0.142915638290901 0.889469093492747 0.766816237695445
"cg24408769" 0.91656147020165 0.907883597778535 0.76436627769125 0.933383731692822 0.110159985001357 0.770379744261368 0.779247464921018
"cg21333217" 0.96170430025673 0.911535661926027 0.954180890534775 0.956702063717855 0.207345393791938 0.962713947847981 0.874127556602007
"cg27309871" 0.893162743038006 0.863950717754272 0.884042529624509 0.886193277779733 0.135325792833855 0.877320274446575 0.724363839404888
"cg07307830" 0.870743812895123 0.789504534620281 0.867867999019553 0.886147838025317 0.113444834018638 0.879812577544197 0.675136636428375
"cg24430034" 0.962807675894003 0.910505549944475 0.961494797637919 0.960059448986778 0.212945855581957 0.962459391760522 0.858938977552154
"cg06202778" 0.883107485844818 0.840139494550875 0.818752289739671 0.886324403315325 0.109595380183804 0.853175371898254 0.627628729764158
"cg02150910" 0.880688492222901 0.840522908098465 0.857452296947025 0.879458384643735 0.117584457296194 0.848778102252478 0.657732745706789
"cg27274718" 0.890360048527605 0.872499279040319 0.866491825754881 0.883844553655169 0.136109058722305 0.8756149208985 0.699631427641281
"cg00805874" 0.946624903083554 0.814633725058399 0.93148002989714 0.937695468948244 0.173886729428566 0.921901901768079 0.763614497444082
"cg05653887" 0.881736779454704 0.844830397309602 0.870102654395089 0.887841993508054 0.124456644788809 0.870728691984264 0.598654833648896
"cg26012482" 0.806396686999016 0.797901186429701 0.854401480224777 0.871730149857923 0.0986542714257901 0.85358876691938 0.664635819972486
"cg13917614" 0.919758121218941 0.88385705508727 0.899337033598155 0.904584280673161 0.163440816528613 0.913196357256352 0.69854353229787
"cg01940139" 0.876096731079995 0.844946825093415 0.88130749060518 0.877041820813839 0.135213402064948 0.874256973376116 0.724550793980292
"cg22488278" 0.886379264406971 0.844709640581368 0.880353806965913 0.856618819575396 0.13767911271203 0.884759714165364 0.756287289321558
"cg13613174" 0.886660183853169 0.855575551197906 0.865296652339521 0.891209181305829 0.130376469028568 0.796111735490926 0.766189991399888
"cg21474838" 0.872059196406245 0.843326600398323 0.877344071084282 0.88156951967314 0.139157964131634 0.877680721150902 0.726053337278282
"cg21634628" 0.830854417205023 0.812583133013018 0.872660680301539 0.844852557405215 0.115832383341219 0.877645423599348 0.679039611784391
"cg05593759" 0.880644655157884 0.830165963632695 0.873017063982386 0.882980269058681 0.133374826217881 0.875697636831292 0.635054188167749
"cg18672716" 0.879522835650227 0.820544616932708 0.851476809014175 0.879605240202221 0.125942744920014 0.847956562210842 0.694979433816235
"cg26275360" 0.867870824613322 0.837352519805103 0.847482656781137 0.855821935010471 0.125883836530967 0.86073979687331 0.701439586561467
"cg08985282" 0.863963335452479 0.797056436261426 0.879428725753686 0.861793922017041 0.130606427744777 0.875581849747132 0.718711237881899
"cg05656688" 0.848849425690215 0.696249406472074 0.888843935786613 0.890537046637689 0.111162672784092 0.843661288183795 0.697996673359844
"cg19696012" 0.885701095979019 0.853254324624125 0.880386967968235 0.887699390302697 0.156648976156697 0.890209654617299 0.74908499697585
"cg03538296" 0.839489952118136 0.732015525931445 0.837222380066372 0.844750979454837 0.0959538461837987 0.832409956481402 0.682123079522069
"cg22749642" 0.864159777767227 0.854323102425055 0.855247756632853 0.872800668648135 0.138018463019329 0.855595226617581 0.713801799085725
"cg21828319" 0.89199368855578 0.854676998745926 0.865897998917793 0.813213312723708 0.143752614229637 0.878463326785806 0.785234967835368
"cg20657709" 0.876489253665672 0.858288623477055 0.860855203682165 0.863886668295062 0.140317014806719 0.864318492735805 0.669669721661539
"cg24578857" 0.91969044936194 0.866435218232745 0.95045031011201 0.950919263485811 0.214818822411127 0.95398237641866 0.823719024386425
"cg10628126" 0.886215041129968 0.870319557912138 0.816582356570756 0.890515473782293 0.15334042080501 0.893343305307158 0.724648199920984
"cg10796068" 0.871191298922341 0.846100301960161 0.832527979956562 0.865066866221119 0.141361616278377 0.858516726829377 0.758828472457823
"cg19915997" 0.878514703283661 0.871039377474044 0.869182251886257 0.887614432304526 0.15532561433242 0.870597971053085 0.680738142630661
"cg20987610" 0.88382986571491 0.881237405056319 0.773624581158884 0.869933824709047 0.135557634841553 0.882207062800745 0.648901820447836
"cg26209730" 0.93336980586103 0.920274134562038 0.92403179579916 0.92072304449595 0.207482061503488 0.923050069860497 0.764383265277436
"cg02663352" 0.881019104662805 0.853781865735672 0.883548805737463 0.860925952419979 0.165407282459929 0.896607522689844 0.807348876436132
"cg26227465" 0.846834521481676 0.729217717520353 0.838705214188752 0.867828663799645 0.109825157211032 0.86336697344196 0.609189148380937
"cg13209388" 0.899698431110981 0.876133434167652 0.883869231332266 0.890155031861339 0.158084521912798 0.829284903328414 0.693178910163317
"cg04784635" 0.831681387213452 0.800339704595444 0.881942316640182 0.896417919136938 0.135112576548216 0.88084060849303 0.585198676723942
"cg14301562" 0.871652516756668 0.837512858395205 0.857203802487624 0.874726680321064 0.126077275256776 0.813067291398688 0.565311139743249
"cg06815003" 0.864686879083256 0.877750459577909 0.865978563024028 0.835005737245908 0.146975639856886 0.878407724962303 0.683876873664954
"cg09115713" 0.914971066343083 0.738128554063256 0.931644857897695 0.865337441711972 0.17494845198105 0.958650286833561 0.789835432634251
"cg14384416" 0.876426873249074 0.843193749435514 0.858539440227889 0.874182702388427 0.152343971751775 0.865921210892582 0.721584184287033
"cg16340422" 0.919739257079558 0.887022949009846 0.908477284466947 0.922765420564035 0.182257179750586 0.919491412342982 0.511656083625106
"cg08783514" 0.0812096823949109 0.100014226409358 0.557433388940843 0.119544257922363 0.815543427364578 0.754194045183021 0.672127307375427
"cg17654050" 0.508620673277696 0.38689445721379 0.220272053513387 0.216393280192283 0.766139934176517 0.232842910982021 0.239579068833849
"cg22729539" 0.192615428546956 0.273272056481957 0.0620243381316874 0.773277867615438 0.719173732090372 0.0507471446801061 0.150854592767509
"cg24315421" 0.351306590596415 0.54933154247057 0.0747302128951083 0.494904371657473 0.762828426039497 0.0655497853485078 0.289470176050906
"cg16719404" 0.130589779610032 0.187104377746639 0.0843350949269712 0.558766785249746 0.778213048527141 0.554501944731965 0.474710531309431
"cg04887172" 0.420637587641661 0.484323643661381 0.132485817841257 0.159923976272046 0.713875281374747 0.106273824739074 0.146763684745594
"cg17801864" 0.217465331590975 0.325510933807413 0.081353241807638 0.103315913149181 0.626696518664804 0.0833259403063876 0.179099069712958
"cg13318771" 0.106997572776344 0.127924729658954 0.0627014252178979 0.0854417888023466 0.569562459383396 0.109741560836928 0.146807470401945
"cg06875488" 0.442078767815882 0.456131430472849 0.216145934312073 0.311249929971486 0.802938532753318 0.289862488615255 0.235413632189474
"cg15356966" 0.266737536594845 0.179455810348213 0.0724379513208804 0.0963680373059807 0.606708874934247 0.0704078313851957 0.135601265918128
"cg07675477" 0.23216014691175 0.348440632630655 0.178086049341985 0.190921595863707 0.695537144468175 0.180152517460331 0.222811304924948
"cg03339537" 0.425150746479416 0.305430503563809 0.125877925340222 0.131298133371375 0.690798379629638 0.133425390777205 0.161053790358
"cg00629585" 0.160807347927223 0.180320060900336 0.129157805602437 0.13979526303789 0.623424443714599 0.119565116392172 0.166920030363052
"cg24728803" 0.454999747707401 0.552215280040407 0.10629594424171 0.124971798166201 0.730900296207374 0.0989903638210982 0.15445833258144
"cg27122888" 0.0739309417548452 0.123310752725058 0.0679213136260796 0.0816339379970416 0.57289914788403 0.0696672250804398 0.220496923729783
"cg25887844" 0.228438076709182 0.272080448567265 0.168733122042009 0.459004332613697 0.737817822092384 0.11898208318778 0.369378347120781
"cg10491452" 0.14568568155833 0.24542176069148 0.0603692778570942 0.060419227301891 0.593804667438602 0.0603704369414208 0.114144691760314
"cg11481582" 0.39336800572021 0.439632711822631 0.0541272978113596 0.0435373282000168 0.670680636615307 0.0554132909417268 0.140109069428067
"cg07687131" 0.489026795063475 0.55484110035883 0.0840913586991582 0.0853795310193828 0.724575709888569 0.0757085565089385 0.114062569362081
"cg03677056" 0.638045605492953 0.703762036429141 0.12149937346504 0.132526037546884 0.809003633008071 0.10953831602696 0.169685471319531
"cg01447281" 0.059747872486811 0.105675922294246 0.0637192542422454 0.110264973888112 0.574000893218821 0.0595853846750248 0.155667415354136
"cg19736900" 0.428224478020719 0.539679947332598 0.0891085876905102 0.0898111466249454 0.72957971240562 0.0844676814359191 0.205722966817288
