"probe_id" "refU" "refM"
"cg14470332" 9.2522018260711 9.41962837699995
"cg14471895" 9.38122173862758 7.7873820264847
"cg14476756" 8.87388813515497 7.68156036255954
"cg14541460" 5.59098698051086 8.75762641126741
"cg14570006" 9.00325470003561 8.20862790804803
"cg14619443" 9.42072284598778 8.00252686826431
"cg14633268" 5.63478960316925 8.7754721994987
"cg21157234" 9.39806397805913 7.48577215228845
"cg21159473" 9.18384238066995 8.11790894238315
"cg21167963" 6.08449941307517 8.58457142674619
"cg21220336" 9.5277390012159 7.75426711624838
"cg21221785" 8.77724709675054 9.70186084468417
"cg21231853" 7.51452724379534 8.14366270183842
"cg21242417" 7.81943539829861 8.37332282099653
"cg21249729" 9.52551600873689 8.96463163100183
"cg25902460" 9.19973432618896 5.84209409045371
"cg26789634" 8.71358200542163 7.14519613499717
"cg00417719" 7.53636393840451 7.86172707782398
"cg00609367" 8.44677072711969 8.72704884840351
"cg00972288" 9.02917814290207 8.25283694426795
"cg01016800" 9.46059312576901 8.4069317971587
"cg01033356" 6.53233429222235 9.29743507882712
"cg01320048" 9.16115012778541 8.37459222281722
"cg02250553" 5.86220971125072 9.5758858560831
"cg02483529" 8.99404829561107 9.37885876862645
"cg02510736" 9.0724566646128 8.13446757027756
"cg02620054" 9.35785479476473 8.93610087522089
"cg02853731" 9.20205615238848 9.08045945112166
"cg02914827" 9.16967461525017 9.5214215378562
"cg03277925" 6.08335981181224 9.06230429314878
"cg03384318" 5.77144112313002 8.90259163737409
"cg03520966" 8.78592177595093 7.86018505747217
"cg03714691" 6.59987049921284 8.71988910746134
"cg03934443" 7.46221493976819 8.18060094759445
"cg04160753" 9.12325626506907 8.20234545089169
"cg04293876" 9.31883596812948 5.78382518232974
"cg04364339" 8.28260944995947 6.12358870003502
"cg04736562" 8.34770888342377 7.8046592970561
"cg04799588" 5.88887795833288 9.45805945585643
"cg04865466" 9.27284557732758 7.71690613529839
"cg05320820" 9.01633077538704 9.24951300705066
"cg05498379" 9.49799744411546 8.66457817832929
"cg05518471" 7.67136092319064 8.53385363230935
"cg06184906" 6.37075678091212 9.38488174145117
"cg06321808" 8.38913252134872 9.26672070541229
"cg06360121" 8.80462523261281 9.65800252878414
"cg06685304" 5.68697535633982 9.24802143894387
"cg07305421" 6.8134445995109 7.34018683532012
"cg07496882" 9.0664122631691 7.65325768987601
"cg07711556" 8.71243097347674 7.13886699994552
"cg07740914" 8.05356916913454 8.79497643168877
"cg07898501" 9.18142636181154 8.40144558287192
"cg08195405" 5.84499264320772 9.45481479399222
"cg08339719" 9.45954145760968 8.25932878737364
"cg08472559" 8.95680204409124 8.52098598965493
"cg08668359" 5.74300318780948 9.10670059721642
"cg08688629" 8.92385758009988 9.34110544185573
"cg08916340" 8.64409012460459 7.75276480885133
"cg09115275" 8.57565076098781 7.32810899958405
"cg09376854" 9.12641513703842 6.9280479822499
"cg09388237" 8.61232153650781 8.6978466911095
"cg09565692" 8.17498453294309 8.68397800906106
"cg09624528" 5.98896141688986 9.03324513415381
"cg10346475" 8.71193726820875 9.44145209293957
"cg10717722" 9.33118538166839 7.88833450073865
"cg10865087" 9.25626930386458 7.33661133988088
"cg10937807" 7.46737106691756 8.4895136223095
"cg11151314" 5.64013244757975 9.47477940569756
"cg11276456" 9.32326719083139 5.75890177387728
"cg11795975" 9.28428761692827 8.59443197175704
"cg11961702" 6.00017648771 9.177765526044
"cg12654770" 8.58110651715989 8.59035071203396
"cg13205578" 7.99361999482774 6.35523922816194
"cg13244211" 6.6260552782079 7.92551897978693
"cg13266326" 5.73334127689775 8.89096121278115
"cg13520532" 8.44429986589591 9.61433773680931
"cg13632218" 5.88192866003967 8.46674164792014
"cg13809717" 5.61858762859297 8.18716017842393
"cg13921204" 9.52178779797823 7.64108424917491
"cg14288086" 5.9597158487934 9.31950862897684
"cg14385985" 9.32994397162201 7.2868764117507
"cg14562559" 8.45850419506756 9.35673246019125
"cg14737332" 8.15248607578024 5.96100533962327
"cg14841842" 9.04251326133268 6.00265173649855
"cg14929913" 8.21080389149876 8.82717477136278
"cg14932408" 5.91215074038826 9.08805973726735
"cg15486233" 9.30273722124215 8.36369230043048
"cg15631964" 6.13013894179574 8.32700074024171
"cg15850954" 9.05672288331058 7.17434138813918
"cg16079364" 9.33193834372367 8.00286142832096
"cg16395614" 5.81562195641174 9.24580403625175
"cg16490176" 8.31213510764841 7.57840119419557
"cg16500454" 7.42356844425917 5.86788348533663
"cg16634193" 8.54315329308577 6.98795182097641
"cg16786721" 7.67647364638916 8.30313325883507
"cg16873652" 8.70475101500544 8.13914867888407
"cg16943151" 6.15909538849193 7.74370325817375
"cg16960797" 8.81470182468575 8.9059189755201
"cg17000128" 8.77855695555015 7.09796233005008
"cg17086421" 8.02289686960146 5.74620319054015
"cg17213496" 9.58245550040279 6.29156913955832
"cg17608345" 5.95064255258773 8.61395685984855
"cg17676129" 9.6107929382608 9.24242026543959
"cg17766026" 8.35078435308233 8.80327398250104
"cg17892150" 5.77299754367767 9.22004314743757
"cg17951991" 5.89440283426485 8.02207686135543
"cg17981254" 6.19338446197056 7.38243545611177
"cg18121761" 9.34530823238667 5.88332238848828
"cg18145853" 7.81399567500279 8.08224777798556
"cg18698699" 5.89715386763674 8.89638276811214
"cg19322445" 5.61677109766657 8.52466520625494
"cg19466110" 5.80663986009591 8.84282112628277
"cg19652433" 6.21260609575152 9.36964915446107
"cg20033808" 8.53699581871242 8.73060958697186
"cg20075270" 9.03324513415381 7.61972421378267
"cg20431488" 8.53836742664764 8.61947898495699
"cg22466043" 9.16083495207234 6.08221891037645
"cg22559596" 6.37757692670033 8.09269815740127
"cg22866835" 9.32652212626559 5.9362160728775
"cg22961815" 8.91831555009026 9.68031275073363
"cg23050442" 8.62119278143472 7.65633716643018
"cg23153615" 8.67599020316323 9.12945564323572
"cg23779377" 5.8847141771611 9.16476752668143
"cg24270624" 8.36124088964235 8.25400859056484
"cg24540913" 8.28235654151098 6.56596894753716
"cg24611315" 6.55819780281227 9.1530819531359
"cg24646027" 7.239573846922 8.58073121222023
"cg24810646" 5.89989735358249 9.69892038679485
"cg24969520" 9.47331983178759 9.64393931932812
"cg25015290" 9.55126695894678 8.32530602975258
"cg25233569" 9.5101486242258 7.91352101728389
"cg25307077" 5.96742796927974 9.29127498947218
"cg25430995" 9.33437052039303 8.22937777674144
"cg25446329" 5.86078622346587 7.86249719723055
"cg25534226" 8.79701948790244 7.06433158602423
"cg25749165" 9.01905879381072 8.5249629286806
"cg26022877" 8.99199777760301 6.03787091992214
"cg26101183" 9.5353904808967 8.4911571768654
"cg26199445" 7.81822912553473 9.04522985191258
"cg26365014" 9.16758943490855 9.60911649193355
"cg26494390" 9.12559914352109 6.19133947148284
"cg26784106" 5.91620206260743 8.88155848863898
"cg26838449" 9.0173622349937 7.91242312147371
"cg26847029" 8.07449339669785 6.20556735377004
"cg26965669" 6.0137151560428 9.25870187285406
"cg27145134" 8.92432357884346 9.58593029446553
"cg00268518" 9.51159245395666 5.77455154554441
"cg00422918" 9.0624782112338 7.86211221166275
"cg01176141" 5.65248918026865 9.2850767180902
"cg01206697" 9.21532791348722 9.74117448420043
"cg01531569" 6.18311743133082 9.1785916736616
"cg01540760" 9.06681636189014 9.35071082482346
"cg01585333" 9.08034557536 9.22221953450626
"cg01873334" 8.49177281406933 8.98318879926443
"cg01877524" 5.84209409045371 9.29173601018018
"cg01909845" 5.87493073085203 9.49043120373214
"cg02081198" 5.75890177387728 9.63606551909171
"cg02561205" 9.07926310836924 6.0137151560428
"cg02886509" 8.99770392717987 9.02340820262454
"cg02911637" 8.25400859056484 6.09469780174963
"cg02963229" 6.05795428837681 9.09549053029724
"cg03074984" 9.43520244578436 8.13885675069633
"cg03122735" 9.34412798177428 6.18001665365257
"cg03204900" 9.21408335825502 7.14873874842468
"cg03446835" 9.11107237031751 9.32228417019817
"cg03522766" 5.88610403145016 9.80314221758725
"cg03958208" 9.47158862932394 6.03068526026126
"cg04612198" 9.15762501430419 8.03495502450216
"cg04817190" 8.53807366899559 8.80154472377156
"cg04938549" 8.21757348139141 6.13448205394291
"cg04975775" 9.09700368663718 9.05858681674865
"cg05003666" 9.21303673352392 8.37031599555548
"cg05005609" 7.81318726752142 5.98393628068719
"cg05714094" 9.29596745794362 7.8851411102161
"cg05745100" 5.96614673912369 9.59720013575878
"cg06027906" 9.24145136700124 6.50951401596329
"cg06123714" 8.20042553806936 8.89863879368018
"cg06177974" 8.86967937473351 7.63094658089046
"cg06467767" 9.26724041910899 5.82156551031258
"cg07136108" 9.470702633773 8.45137385037894
"cg07219766" 7.32019600082673 7.40306109109009
"cg07246206" 8.72664341559844 6.73578001424233
"cg08154700" 8.30610172112617 8.59304250369967
"cg08446215" 8.81306662289431 8.92936906521584
"cg08461457" 5.92291800457287 9.19334679559961
"cg08561895" 5.7120812774709 9.46509886265964
"cg08920458" 5.66296048013595 9.12292891496521
"cg09047553" 8.15248607578024 6.21260609575152
"cg09100988" 7.71712872851021 5.78074351579233
"cg09202050" 8.99819857876975 8.66250492257629
"cg09426994" 8.74600067235489 7.1800698743028
"cg09518720" 9.166388484447 9.56345899971214
"cg09555414" 5.85650356167386 9.44687387640915
"cg09700630" 9.31447513670819 5.87913536213406
"cg09701145" 9.20341645690336 9.48854012903847
"cg09705456" 5.50736199348274 9.72716794793781
"cg09777036" 8.89556113164003 9.16889318206201
"cg10154633" 9.50517182658118 9.77431806154329
"cg10517193" 9.54998613904705 9.21492982430999
"cg10658706" 9.50554408582681 6.03548143252476
"cg10885956" 5.86929691313377 9.21238827359348
"cg11198895" 8.67154385124616 8.54315329308577
"cg11210878" 7.89748232892947 9.19380440333608
"cg11297256" 8.48125508461061 8.87549680834679
"cg11523381" 8.75715452765661 9.2544529465945
"cg11767392" 9.24179058824943 8.68634507416155
"cg12027059" 9.29798488182823 6.31716468674728
"cg12081932" 8.37689610587752 7.12286665859908
"cg12146709" 7.86076359379145 8.74289347151214
"cg12453748" 8.96027516309571 5.80060665929174
"cg12516359" 8.41682021726945 7.01750614294126
"cg12636538" 9.47566179818926 8.50014875680698
"cg13261989" 9.70008535213093 6.33416733347983
"cg13271751" 8.00636756765025 6.48539830320375
"cg13309027" 9.02749867993534 7.9231671017241
"cg13767940" 7.72819568519946 5.80362780962592
"cg13810660" 8.30819906320645 6.3578422665081
"cg13957457" 6.50876913697168 9.55761123583962
"cg13987042" 9.03181161342092 7.26157615393796
"cg14417711" 6.35870844239595 9.45579321021023
"cg14702372" 7.4899708988348 8.46136330645557
"cg14952966" 7.89878235697031 6.79794041297493
"cg14981422" 6.50951401596329 9.52806656577634
"cg15223579" 6.11478776313998 8.1978140322212
"cg15446238" 9.63580416659104 6.58410054607154
"cg15455979" 8.67709870892586 8.91744473247151
"cg15886040" 9.29798488182823 9.41763905372856
"cg16108726" 6.20556735377004 9.42149231043801
"cg16342949" 6.51988447927492 8.79118193673602
"cg16376036" 9.45751290108975 8.23137604557397
"cg16469099" 9.12036095835666 5.78228553614414
"cg16535779" 6.67013240640309 7.77611547709874
"cg16712232" 8.95828281049733 6.16226161804998
"cg17086579" 6.32076829425058 9.40108469084372
"cg17599958" 6.95987323324424 8.43706714693695
"cg17628700" 9.41580863161038 8.71841827862943
"cg17948798" 8.79649020733358 7.27897394836171
"cg18004371" 5.78382518232974 9.48706260419162
"cg18138400" 8.85843972719775 8.68912765532371
"cg18145911" 8.81988702148846 6.5213572335912
"cg18431910" 8.82607397500901 9.56689530871434
"cg18519694" 9.190545744648 7.62095015484586
"cg18871984" 9.23166145367987 5.92559180295727
"cg19081843" 8.95027346655738 7.61702184142197
"cg19230459" 9.31497062105427 6.10479323241498
"cg19380038" 9.19125948416339 7.44366368311559
"cg19393605" 6.80682936039218 8.11731246160197
"cg19486023" 9.31289696030128 6.0137151560428
"cg19542841" 9.44458210995643 8.81336413126392
"cg20124933" 5.78228553614414 8.83017744673024
"cg20625588" 6.33239113407858 9.61223243769756
"cg20630277" 7.76110621108242 6.0318864616069
"cg20677570" 9.59781121671207 9.00079149292774
"cg20891060" 7.60339933974067 8.17117554195149
"cg20895511" 8.95014375645926 7.76110621108242
"cg21632117" 8.26088057871051 8.41094339157353
"cg21675871" 6.02465751446375 9.18783910662967
"cg21906444" 5.69541422498568 9.0212358628854
"cg22040889" 8.86467601698605 8.44429986589591
"cg22344122" 9.29523283899415 8.60666819784384
"cg22708233" 9.18620135612286 8.25218543600333
"cg22868425" 7.50741561644862 8.06949884909034
"cg22964396" 9.2305350792617 8.96622851422578
"cg23073111" 9.31415970061518 8.57791192645094
"cg23167906" 9.2276890103108 7.99951078018703
"cg23323712" 5.74620319054015 9.0223829635636
"cg23632804" 6.3500127354284 7.34858753092759
"cg23725567" 9.51646385156657 5.99396142730657
"cg23878768" 9.03007669629167 8.85694575615902
"cg24037831" 8.23097671112607 8.46315930292375
"cg24409677" 9.39827116753465 9.71724833170807
"cg24569624" 7.58578882173203 5.94411085072451
"cg24803059" 5.70544775397526 9.16009915553944
"cg24829313" 9.04221753458204 7.85146660643228
"cg25033470" 6.78671695060508 8.12311302817464
"cg25259564" 5.74139933822751 8.9698599010087
"cg25289899" 8.39310280618519 8.37735624622844
"cg25300829" 6.60462110197143 8.69458595497344
"cg25394572" 9.56184195714092 9.37245922145262
"cg25577078" 5.79148805507531 9.04221753458204
"cg26007766" 6.99439158564168 7.75705114203201
"cg26149765" 8.88454097741127 8.98444303246535
"cg26160976" 9.1834829178063 8.17329343896623
"cg26164151" 9.08789021221962 8.87241708308765
"cg26427818" 5.88610403145016 9.38974100034247
"cg26736400" 9.45755195062409 6.29434306644105
"cg26775751" 9.46346981878065 8.49269555981584
"cg27077228" 8.86071197130541 7.4304106545017
"cg27223646" 5.91889385427315 9.23092700558457
"cg27377517" 8.79474916756901 9.6854248219644
"cg00093686" 8.59239342397917 6.4289127010692
"cg00164716" 7.42297125104942 5.81413053182507
"cg00502222" 5.78842994871649 8.79437027922287
"cg00605240" 5.60947179518496 8.99955761036019
"cg01091079" 8.30028018985266 8.92332474406756
"cg01100864" 9.66535725891359 5.89164421182577
"cg01276327" 7.89636667243592 8.15636678492645
"cg01608167" 9.46253774368113 5.64721212316781
"cg01659202" 5.92692602597041 7.61085279039525
"cg01750221" 6.80516869020704 7.65230824760198
"cg01841696" 9.28442691532888 9.50162843502195
"cg01941018" 9.35266424718838 8.00252686826431
"cg02006977" 9.19115755255941 5.62401750618734
"cg02013918" 6.1779441140506 9.17310568536596
"cg02303897" 9.33153978737803 6.38266168341844
"cg02392575" 9.20261057391424 8.10726815258598
"cg02513392" 5.73009978297357 9.63390731544833
"cg02519772" 5.79757635394256 9.18296917518005
"cg02700346" 6.22455842927536 9.21855652674752
"cg02805465" 8.54510014466925 9.14772000999452
"cg03199644" 7.82524529143177 8.94402832526059
"cg03404362" 9.03007669629167 7.02953033590806
"cg03701001" 9.34224544285612 5.71538161049955
"cg04562330" 8.21838276117661 8.58513217442443
"cg04981737" 8.94709071566499 7.61357186264275
"cg05934783" 9.4354020824463 9.32843447035865
"cg06026769" 9.39582359210772 9.56370484233897
"cg06872435" 8.7923217977964 9.22655814999902
"cg07429748" 9.46059312576901 6.35437004079735
"cg07689032" 7.84109976542212 7.29776828253138
"cg07816873" 8.83608319099221 7.55144957582255
"cg08070646" 9.34482755768494 8.46273700562018
"cg08106635" 9.28683834294891 9.48322601518521
"cg08629097" 7.85029838200036 8.55747103791481
"cg09188600" 8.73849504785108 9.16597042424024
"cg09189752" 9.33269073925364 5.71538161049955
"cg09634360" 9.62198633915943 5.86505062225232
"cg09704553" 9.38433569502366 8.61177583390219
"cg10369955" 6.13556489108174 9.13550906135318
"cg10438649" 9.31897053650163 9.16392987415352
"cg10481982" 9.43039917032847 7.9168074909376
"cg10516204" 7.76599307940768 8.55545190353333
"cg10606269" 5.53536382303124 9.45860571206417
"cg10616404" 8.98450570285048 6.92902741425768
"cg10887309" 8.90795067065213 7.72068349786114
"cg10897637" 9.08868108334885 9.68486501601584
"cg11037512" 8.97328804047572 6.80295016461601
"cg11441553" 9.28289356465789 8.55919848556127
"cg12104661" 7.16819461504004 8.05832730658096
"cg12152420" 5.89164421182577 9.40570154227794
"cg12503971" 9.00337770126578 9.39141114686849
"cg12620342" 8.50926182108996 6.81673588059497
"cg12741170" 9.10836301586372 9.10007897771865
"cg12878615" 8.67051495635989 8.24525322591306
"cg12941675" 9.25774862937117 9.47658172619312
"cg12993927" 9.03264808356589 5.71867108714995
"cg13114458" 8.72785922121933 5.54907608489522
"cg14101604" 8.67265729404031 6.16541785423142
"cg14108567" 6.15166829864832 8.52565726982837
"cg14273093" 5.61858762859297 8.67428240665901
"cg14830815" 8.62953925124778 8.25101165041046
"cg15233062" 8.58279364850019 6.83679619004164
"cg15235614" 5.72847508724657 9.55229753882796
"cg15370862" 8.95389853526046 9.36319020607039
"cg15555402" 8.92332474406756 7.67554600253785
"cg15732422" 7.87682819629526 8.20917234796893
"cg15910323" 9.39814685900071 5.73495809212465
"cg15964187" 7.9231671017241 6.41017488196617
"cg15987124" 9.11029901779596 6.03667688992953
"cg16263863" 8.50582886133719 8.65399423290838
"cg16609260" 8.9457235724554 7.7356518600937
"cg16848712" 9.13637085177601 7.50823877467866
"cg17382663" 5.9622931698077 8.49228555571005
"cg17652150" 8.76553654375219 9.25569607369698
"cg17875260" 7.60439634879634 8.09955428237636
"cg18075287" 9.25593495953457 8.36450810375059
"cg18086592" 9.10002314766531 6.95129358099662
"cg18159533" 6.5792512120101 9.51833964519086
"cg18478175" 9.36666012623114 6.47543271670409
"cg18689295" 9.10125068938848 9.03336450150698
"cg18751588" 9.84081395800807 6.94022246911964
"cg18778857" 5.99769509685862 8.70151275087287
"cg18951125" 8.34379173199684 8.93227854290139
"cg19265948" 6.29986794237302 7.62973284120996
"cg19358664" 9.38353709043758 8.58597270681106
"cg19856346" 8.28853445941392 6.58548176176074
"cg20162066" 7.3591493189787 8.10440130792161
"cg20409636" 9.40005122720199 7.6096144001441
"cg20525229" 6.07993319509559 9.37906997525067
"cg20557710" 5.6076386141033 8.8565897195547
"cg20590175" 5.57025108203168 8.97144846369383
"cg20724781" 9.03288694657909 5.8735252492433
"cg21180845" 8.62353322718756 9.13237883050647
"cg21236379" 5.91215074038826 9.68240437718884
"cg21570277" 9.24154829910038 9.1718074222594
"cg21673929" 9.41426032832263 9.44596570079245
"cg21803141" 8.42222295382501 9.10275516129625
"cg22164177" 8.6557370008643 8.86333283343959
"cg22205501" 5.76047781833275 8.50855599802057
"cg22216431" 8.84779106484485 8.75463404743127
"cg22245980" 9.51903757164305 9.37911221122305
"cg22373508" 9.05736400237669 9.4107064756004
"cg22559426" 6.33327962813969 9.56324822934567
"cg22805813" 8.16905314992734 8.24064886337491
"cg22851092" 5.48272008954582 8.37678103769949
"cg23656485" 8.8001893018773 9.41132011058867
"cg23918130" 5.69035945432406 9.61760386202573
"cg24492884" 7.78447323573647 8.83090844091483
"cg24621371" 6.93779940033051 7.59034694560257
"cg24859375" 5.97888576490112 8.73769325178503
"cg25030549" 7.3162158960701 8.08471653406122
"cg25097398" 9.46676394852519 9.80945156060953
"cg25188298" 9.04522985191258 9.13464652760698
"cg25288627" 7.77233157516961 7.83399634170946
"cg26011210" 8.90571557879409 7.80323087114237
"cg26384229" 8.99031694799822 5.605802066296
"cg26640672" 5.84354441703136 8.21757348139141
"cg26684289" 9.16628398577926 7.69051461823177
"cg26804944" 9.62865589206317 8.08886878916199
"cg26966939" 8.82526595351575 8.95156964301882
"cg27194586" 9.22276289197474 7.70006883103658
"cg00093478" 8.15306194680105 9.34412798177428
"cg01957900" 6.36216566277981 9.20261057391424
"cg02474890" 7.40488757561612 8.54859495455577
"cg02584187" 8.69492087919996 7.53449552734448
"cg02812757" 8.79694389354174 9.34334037343743
"cg03331853" 8.14772244353145 8.37286082052632
"cg03639396" 5.68357976733868 7.80730668685199
"cg03696126" 9.15572577870296 9.17962339931412
"cg03796122" 7.7007477945118 8.3467606790147
"cg03871104" 5.89852655144871 9.40635935589373
"cg03986722" 9.16764161744307 9.70905292785837
"cg04122324" 9.68146836888363 8.67222919351577
"cg04579095" 9.34338414573395 6.27664348934164
"cg05448438" 9.40763263969996 5.84499264320772
"cg05838727" 9.23571567830741 5.75574221358691
"cg06513149" 9.56043370454936 8.56121007683301
"cg06607685" 6.75402117904009 8.4126101512238
"cg06677120" 8.49658223751211 8.83521046366409
"cg06969437" 9.48804786328076 6.51767127291227
"cg07402303" 7.08799132928507 7.93451346388226
"cg07861329" 9.15472194821317 9.57605929556183
"cg08071391" 9.01493357563357 9.38936483265084
"cg08225398" 8.95046800016367 6.06378520868761
"cg08642538" 5.74300318780948 9.43882960961514
"cg09499262" 8.53208180390999 8.36369230043048
"cg09624525" 9.04629085996968 8.48115142006897
"cg10021539" 6.90575327631146 9.30118605527576
"cg11061559" 6.91869521902047 8.20712916807133
"cg11800577" 8.24367697443736 8.36811296840208
"cg11845486" 8.62182344049432 9.01554129367111
"cg12886066" 9.27406606285673 9.32852332765389
"cg13450427" 5.53930083599058 7.89469085042562
"cg14003621" 9.23620303150191 8.08594863032059
"cg14195971" 6.79065950710589 7.31055015853442
"cg14380061" 7.15695636461564 8.0691858600424
"cg14641315" 9.35841549004155 6.04618944679723
"cg15396799" 9.44537296768281 7.93038604662762
"cg15461699" 6.21460809842219 8.79072562826358
"cg15488636" 8.35042997353814 8.14366270183842
"cg15491131" 8.42518754562021 9.04251326133268
"cg16399360" 8.27052509505507 8.49739856408806
"cg16437134" 6.67708346124714 7.99715862856494
"cg16717113" 6.35957386867238 8.90970814034877
"cg16753167" 6.289715570909 9.55222649844148
"cg17002771" 9.42508878250201 9.48215979521443
"cg17004212" 9.52933940893391 8.77639862587547
"cg17682740" 6.78840852134957 8.3351915834332
"cg18886427" 9.12978086411777 5.74460446917646
"cg19078226" 8.30114937721725 9.10353436765837
"cg19620975" 9.01651287499603 8.86000244949333
"cg20803549" 8.00819922247922 8.51509098332437
"cg21025488" 8.67718392772518 7.20971001072064
"cg21518151" 8.31188955823036 8.75020786252571
"cg21868636" 8.22817689595132 8.59192953753026
"cg22053796" 5.66815529701305 9.01954299670119
"cg22191606" 9.12614321317543 8.97132147150368
"cg22721998" 9.20858883893738 9.28679202413651
"cg22782070" 5.68866883684615 9.49461665129313
"cg24197734" 5.90126627918983 9.0321701863047
"cg24492140" 7.84971375760487 6.57158299736992
"cg25362525" 9.44912102406979 9.74437458087906
"cg25405821" 6.24125002936861 9.22955459089999
"cg25537293" 9.25984456687927 9.65191237597763
"cg26356683" 8.51137630609467 8.52734152246805
"cg26583725" 5.64013244757975 9.31614079086239
"cg26663147" 6.73578001424233 8.00620088709315
"cg00699996" 8.7528975247753 8.7417757069247
"cg00932156" 8.78347285760758 7.71912984090673
"cg01261464" 8.85573471415883 5.79757635394256
"cg01546046" 9.50088085527644 8.83411848233766
"cg01868016" 8.87493756331299 5.81263687956828
"cg02261637" 8.49341266275083 8.75479176370003
"cg03548062" 5.64897423816121 9.23268877563994
"cg04182912" 8.834846602364 9.20507654230108
"cg04286719" 9.2507622864751 9.34901476666394
"cg04304932" 9.2393650510168 9.48280727862148
"cg04556515" 5.8171111599632 8.80978817572866
"cg04884842" 9.18824812550137 5.82452409235233
"cg04910692" 8.18855022590936 7.45703208912238
"cg04985020" 7.19668657083435 7.642763913637
"cg05093469" 6.00265173649855 8.39185670010494
"cg05212098" 8.27842825919907 7.91406951350388
"cg08017956" 9.06479423334484 9.48842655075452
"cg08707819" 9.08568376737663 8.59591194612763
"cg09214240" 5.63835466933375 8.67709870892586
"cg09291131" 5.79909265446053 8.71628992157189
"cg09359475" 6.72683274310189 9.46315922360014
"cg10013142" 6.66504657217309 8.20111164444276
"cg10356657" 6.32704352775198 7.39141523467536
"cg10952591" 9.71205461287371 6.41591495512723
"cg11178371" 9.34145634983372 10.0043504691415
"cg11720863" 6.62737978171279 8.28790580534154
"cg13036878" 7.52590948050065 8.28576542051433
"cg13267368" 9.07107830464268 8.16664231418546
"cg13837942" 8.93399380918815 7.14401246944173
"cg15855401" 7.8659554139335 8.49023300983345
"cg16094511" 9.17740387172992 8.07667069149267
"cg16098762" 9.3578979363338 6.52282782209152
"cg16241861" 9.32705617167214 8.71103150833786
"cg16517186" 9.45049835344952 8.70872222896111
"cg16600432" 9.36288977043647 8.34272074956568
"cg16777910" 9.49709701635146 9.62294658823571
"cg18105612" 8.76787408572354 7.39387829010776
"cg18184147" 9.02851869022388 9.83777500917075
"cg18229107" 9.0758370786377 7.05488134387243
"cg18440188" 9.21268761504453 5.90263333340137
"cg18487343" 8.46516278332185 7.97848236416071
"cg18492997" 5.85793315448346 8.66423293406555
"cg19559143" 7.19255821068307 7.58324752430336
"cg19879265" 5.66469508594815 9.61717121371213
"cg19894588" 9.40520789793866 9.62803044970692
"cg19900852" 9.16240983821863 8.09879480789617
"cg21490485" 6.57437824726823 9.62723985771001
"cg22792063" 8.93741554049931 5.84209409045371
"cg22817421" 9.57872647184293 5.79301360838414
"cg23012683" 5.55101972010379 8.77284265428671
"cg23467713" 8.79535509048386 9.17107965802288
"cg23555340" 9.68324603624194 8.36822903827628
"cg23567800" 9.18055104316543 7.94573252911289
"cg23569090" 6.51619307604296 9.03568932148645
"cg23576507" 9.21537766349345 6.43855132990697
"cg24742505" 8.8959720342619 7.52537039692965
"cg25007781" 5.6436785505865 9.69091295257115
"cg26071680" 9.58925614485081 8.70814407490825
"cg26238180" 9.05075830215172 8.80259767212396
"cg26680765" 7.96918477652253 8.16550578898854
"cg27013455" 6.44651315540497 9.39141114686849
"cg00077281" 5.78536246164862 9.34281495637556
"cg00098799" 8.20097446082227 8.21770840684531
"cg00215922" 7.49665243816828 8.0460689345018
"cg02263999" 9.04605517766833 7.6182510978767
"cg02596190" 8.54247099860051 8.12118324207883
"cg02630829" 8.04446585624891 8.15104494568502
"cg03051384" 9.32456151606621 6.9925558806746
"cg03347215" 8.17962034935099 8.91831555009026
"cg03613782" 9.50985219618154 8.97784068823795
"cg03829137" 9.51580096577961 8.10922495308995
"cg04286297" 8.99299249325855 8.86425204863601
"cg04339246" 7.46822784263754 8.61558951327243
"cg04988187" 8.41726235279119 6.80572255341699
"cg05042213" 9.34875357912981 9.39698590025019
"cg05384413" 9.349058291288 6.06029073803783
"cg05384646" 8.80267284031282 8.04958668677022
"cg06679319" 5.62401750618734 8.31678912707152
"cg07219400" 5.73334127689775 9.03866197528071
"cg07615383" 9.13889807452182 8.97119446318447
"cg08161449" 9.67004110822602 9.40273601434161
"cg08289482" 9.20663351004486 9.20003747898029
"cg08424930" 9.06969804217372 8.72078688348573
"cg08479319" 8.46453053883293 7.23741867367402
"cg09235138" 9.32183702298986 7.27759320944715
"cg10246772" 5.79148805507531 9.02605689186869
"cg10263335" 8.24879073369641 6.46769872610435
"cg10310111" 6.01126717440416 8.89898017216982
"cg10485466" 9.38810991740207 7.7106533235012
"cg10943348" 8.90673214897414 6.01249191430006
"cg11147497" 8.64417820317073 8.92512192896237
"cg11558107" 5.80663986009591 8.04638924199973
"cg11686940" 5.66988092298052 8.45372076846066
"cg11797222" 9.34648709164952 8.9441588309704
"cg12067522" 8.78124833323686 7.70345904786717
"cg13082295" 7.44424864949671 9.45805945585643
"cg13778201" 8.75392401623896 6.73933662735717
"cg14372171" 8.46146904264388 7.56449777764828
"cg14847658" 8.21541219458495 8.52684644844438
"cg14863101" 8.78063379949498 9.5451326267893
"cg15465607" 6.24222326545517 8.99330313909373
"cg15581235" 9.65908844393396 8.48291225743936
"cg15682717" 9.03240916348352 9.09031732937645
"cg16031339" 8.10107150311954 7.24244020502925
"cg16545196" 8.21878715560148 8.50613224405681
"cg16716316" 9.05998249038762 5.76519110278484
