"B" "CD4" "CD8" "GR" "MO" "NK"
"cg08691775" 0.157537563245678 0.670751262483719 0.738062260996124 0.118578938453654 0.0653605913605308 0.489199529435721
"cg20545410" 0.0982440903882095 0.759055927249005 0.775517193254038 0.312054587710605 0.118201788019769 0.383277605353159
"cg02470008" 0.343426030728046 0.665859002191329 0.767096624020611 0.0740185080210916 0.0726396165209185 0.475059270478552
"cg09914404" 0.357601708285485 0.680159906558292 0.727431606779856 0.0788738074127292 0.0848286218065659 0.21343948766356
"cg26681770" 0.200196380748818 0.632667549112724 0.666697902041906 0.0564044121008438 0.047976932045863 0.163225042494297
"cg23073974" 0.121801090261417 0.58639500889535 0.751954530386185 0.112780095467277 0.104164546713075 0.625059339954352
"cg13247398" 0.120158893131232 0.373437149139369 0.624283056042273 0.0834182132464023 0.0660864668915902 0.244246823577802
"cg15929395" 0.360640621372621 0.761115864477207 0.843460021794144 0.164173920895335 0.133870063408727 0.571420640689846
"cg01620165" 0.304070682912841 0.691133955249848 0.773756890425675 0.121738284155138 0.117888512572692 0.396632797883534
"cg15244101" 0.322073938607754 0.611360402797115 0.779734946187901 0.0841618428719736 0.0758953086508605 0.576742316554495
"cg04354393" 0.0853383580665247 0.446286515125744 0.634313137382513 0.0964175578120581 0.0738637342274041 0.199758032805921
"cg23513930" 0.0406457375258268 0.563808525160322 0.677960057722665 0.0708111536000978 0.0409327832028434 0.414741312110202
"cg27664496" 0.207351628408502 0.747217127439195 0.772867573548501 0.168946816860535 0.158511047424337 0.305884328884101
"cg19440734" 0.0631845777227984 0.423383766300664 0.629841654333912 0.0687629568764512 0.0669711575056588 0.245415855567834
"cg14101485" 0.272858275960356 0.7041279075883 0.776792042748059 0.112307113662917 0.0803245850934365 0.41764841515415
"cg24484138" 0.283822570301706 0.710108301928704 0.802249537420603 0.0951576735933492 0.0796618338393074 0.552354208512582
"cg00188748" 0.180915272362689 0.625678520426258 0.764367024982657 0.0937273484351805 0.0819600315700259 0.548106118317673
"cg21340621" 0.347463309209743 0.563612400245972 0.761254315809279 0.108141361819536 0.0771469540211454 0.403624922771618
"cg23018755" 0.349422835212967 0.727537518620582 0.837150336886591 0.191552885186691 0.165735868514126 0.434589440812015
"cg12118504" 0.109305610070799 0.6591483213916 0.766398465165606 0.11271319960735 0.0955030233430897 0.545215095217085
"cg22948808" 0.251076889708107 0.632362186195549 0.824030393374057 0.242073841727888 0.103822640856523 0.555463079615816
"cg08243626" 0.303440921653244 0.694701820974341 0.821009205483278 0.0821533689768908 0.0749627804840967 0.613433992086262
"cg07133930" 0.221437670185927 0.581018826282335 0.762150170982251 0.0756883004261155 0.0714661312556157 0.517716636482619
"cg07671644" 0.0890062622478415 0.602441040858275 0.766660653227868 0.0722758756745727 0.070174418499297 0.656643370115316
"cg00159523" 0.207287375473358 0.778640238581913 0.862601348938187 0.207917497049707 0.186099147524719 0.561119645144717
"cg13443575" 0.0997102479164333 0.561626557792568 0.691468947451243 0.100370785326358 0.068914855177201 0.230659205035059
"cg05875463" 0.233888254332972 0.739575059450623 0.797948141310233 0.0997726687493041 0.100231929954512 0.425852907325479
"cg19118951" 0.292175860423572 0.619390243442006 0.807169248028813 0.0708338312778037 0.0670584067276114 0.604393824383585
"cg23379806" 0.0756492382649352 0.751998007069567 0.775761662072945 0.0874010726787617 0.0753593886954096 0.470320297513862
"cg15381475" 0.166237842804065 0.610522299517661 0.736894178575482 0.0574207696891527 0.0351876897617547 0.380217068112994
"cg16403565" 0.0787591927503212 0.701785095764981 0.774144423503364 0.0881606957091596 0.0772901459623702 0.492700421732743
"cg07799277" 0.133602737810249 0.695247284224839 0.802993617522416 0.0959732414676076 0.0861388157609131 0.568494201322409
"cg20048655" 0.0854484714316206 0.65152059242787 0.804578943112959 0.100438487062329 0.0956378009340174 0.648823059120334
"cg24902461" 0.109988302742333 0.745975857648124 0.797794653450399 0.0957830326741054 0.0867943958928573 0.461875142671431
"cg27097542" 0.322062201844274 0.802370204471972 0.855917578803464 0.102103010676087 0.0874799616204016 0.470221421237697
"cg16563370" 0.211865063541966 0.728157058013366 0.798038163309436 0.132208434183231 0.132542798084843 0.258820178484437
"cg12426092" 0.172760441279776 0.685619670351824 0.781092323909765 0.10481971307668 0.0896923921631499 0.33221766380686
"cg01543184" 0.3777719700653 0.826237000071313 0.896813522104217 0.134502973799029 0.106924992022072 0.461439991715699
"cg25025181" 0.194128610810581 0.788773331373372 0.830194164211966 0.0738105680805606 0.0575225095840792 0.417974756904222
"cg23582982" 0.309476683483232 0.84134319890626 0.879909939692388 0.108919420019123 0.0772125874494491 0.432798849680368
"cg25711558" 0.0783324371180729 0.713247710245747 0.801619818347807 0.0730954535868107 0.0551142719622419 0.375062822730526
"cg22193912" 0.29199438739081 0.743286607374012 0.861797556273492 0.0990582194294452 0.059042174798195 0.376854855080327
"cg05398700" 0.939690424814226 0.951007103752345 0.954536228634145 0.0994373417715963 0.862759101753548 0.923855935617617
"cg22381196" 0.926840430216409 0.923356957287823 0.935339563939391 0.0718012234512808 0.71229284989726 0.889251011617605
"cg25739938" 0.896368335147629 0.899681895927082 0.904081078870015 0.0986811458014935 0.857876021015639 0.864421713420469
"cg00705730" 0.890397747545156 0.883172188413194 0.879067703629273 0.0916612783841163 0.829013317235667 0.860229919941643
"cg00660167" 0.954343825640259 0.953094234694761 0.955255900182512 0.138198827488392 0.784189416334841 0.931618423539835
"cg06270401" 0.898301287804966 0.896386205907209 0.884580138843818 0.0894576460896546 0.819104823840317 0.823975881816748
"cg16802439" 0.968351853562912 0.962073039654372 0.97599415746654 0.134078061173691 0.732824076532269 0.890443990835161
"cg12483340" 0.890939882224846 0.890360647735904 0.892419062237251 0.0887264252230245 0.755885434748288 0.851978202076003
"cg08253808" 0.880246133582298 0.894787954665562 0.904178976105534 0.081849197546268 0.702145010176142 0.85774014181508
"cg19037107" 0.898204543973309 0.901841370910055 0.890775620715358 0.114587139913967 0.837392417169068 0.857797271806968
"cg05936004" 0.900546517701414 0.906433292361626 0.903757986499485 0.103405250601712 0.777782481475196 0.840931095719508
"cg15878616" 0.972672573343637 0.96374753735529 0.981726773957329 0.116445086351434 0.552767027625278 0.930232968954643
"cg01692842" 0.866388180511724 0.872868288721536 0.863107818824163 0.0866430012755231 0.806206642531736 0.809949336536841
"cg00439981" 0.916073453524748 0.907489577038425 0.920991338953733 0.0775539321934373 0.555435761466572 0.87655719440136
"cg21685770" 0.878130841904045 0.895542989247847 0.897457445181786 0.0878495527546688 0.677506185794009 0.852326303438373
"cg23819411" 0.93427626863592 0.930376069033723 0.934091593337938 0.124115919008423 0.701609469278197 0.878365131722456
"cg03340036" 0.875107009969299 0.878691438773823 0.888878890153184 0.102118798483867 0.74005708094666 0.867053603746036
"cg23169883" 0.966355804316431 0.954119239573277 0.968618850899535 0.0869324137213282 0.365870429922329 0.92846092013392
"cg25605731" 0.910924958603278 0.94880888173646 0.949220940751673 0.0855729150170268 0.448254595040543 0.911522684467079
"cg10611016" 0.907941520606116 0.90855780332681 0.911694720493571 0.106872694275167 0.655748132666132 0.878020844403348
"cg08154963" 0.867989674952866 0.876315802255138 0.873330734753641 0.100487923279887 0.770648309007008 0.816043014519459
"cg07409471" 0.903821948129958 0.900425372424623 0.911395066262661 0.135455946524554 0.795415260819014 0.864195453701758
"cg11313468" 0.866720724378436 0.867823930244454 0.862937482032688 0.0957550000609511 0.753091631161886 0.808722695190726
"cg13468144" 0.904240881311681 0.879061157217393 0.899210232156796 0.148824764083255 0.877841930603168 0.853798764082631
"cg03637218" 0.885112912733312 0.873144099289198 0.865554433268886 0.132030820659028 0.850665660495247 0.852030503078921
"cg13595556" 0.909453826199574 0.895440695110822 0.898156909935458 0.0929181682528308 0.643637924924684 0.787487808398395
"cg04609694" 0.889658148850333 0.888439211385942 0.894377905081362 0.132875979678398 0.805124385600877 0.852789058508373
"cg15658793" 0.912114192652285 0.927135387603501 0.904909387115451 0.118100717909782 0.680814802914346 0.823573605904123
"cg11014468" 0.901778754605279 0.897934866937868 0.904941175095645 0.157537200790948 0.866671634993352 0.869107133498808
"cg17852482" 0.872845897980491 0.88117573544056 0.875528562934296 0.121063699814175 0.812319340730439 0.815127682540026
"cg06526020" 0.890607126510979 0.873801591359084 0.886632207116255 0.13650993533101 0.823283456346339 0.858432142801001
"cg21792134" 0.918816543514364 0.919412103503245 0.923768861699426 0.175138394371626 0.855198983162714 0.888709076763911
"cg07790752" 0.850504219101301 0.864930927369913 0.824818302188276 0.0830778036662686 0.738124180508181 0.757576817225519
"cg01040749" 0.887479481350392 0.885713623861865 0.88604847982574 0.130361874923062 0.748268143733371 0.860615380705595
"cg13396713" 0.899043966388736 0.882801261812958 0.905520568939543 0.0862057548048333 0.51233521361701 0.853396324122646
"cg19460836" 0.874290737882076 0.87013889035106 0.872800909690361 0.0927431886453646 0.620825713347685 0.840117959094236
"cg04858164" 0.888964076636018 0.877055155141205 0.889409479662363 0.149692715805118 0.827411972430698 0.868948000334701
"cg05627557" 0.843037119227352 0.853801966220118 0.850061259487376 0.0858727419321498 0.677625398115922 0.807755686134937
"cg04855678" 0.892000546172962 0.902667615754096 0.915066064277222 0.0806755173015914 0.502244739588232 0.785376594302797
"cg09342997" 0.861911428230339 0.859874887415397 0.870021104689165 0.122581485203985 0.75878916767993 0.844519818939744
"cg25600606" 0.911615256063723 0.907935368940782 0.913065095769887 0.1751236397586 0.845835989590567 0.874880756896336
"cg13785123" 0.957829686704814 0.952549549637846 0.961301219745971 0.207131687806753 0.800119693002109 0.932567055452275
"cg09535475" 0.862417563104779 0.847975897210779 0.859768710563075 0.0977547672780338 0.656193479535848 0.82446189455633
"cg25968394" 0.878824656415216 0.887013370812774 0.891016854984377 0.131811272186852 0.691031194499746 0.867833092270363
"cg17442155" 0.861905392206168 0.862492736883366 0.865640390746479 0.109529147718203 0.697741740546906 0.81378673023547
"cg01699630" 0.873071600962465 0.878892381358589 0.877510985225881 0.155792740717151 0.853257828897061 0.84245425397643
"cg12157761" 0.885446157468982 0.868410900426744 0.876740022477 0.0913825791583304 0.557012140212808 0.820016808256993
"cg19055828" 0.875768556234411 0.866664267733843 0.873537285588144 0.0942077266793498 0.563073169690493 0.841924465033056
"cg11070172" 0.95730537589356 0.960431078363185 0.938653381269277 0.223290272288183 0.886297398122493 0.901956202005597
"cg12809098" 0.905837510733772 0.899187764857194 0.905554459116019 0.145997528678251 0.679993071196892 0.873858993186882
"cg27183818" 0.0655503116193034 0.463256490559256 0.286732435819195 0.876011168466441 0.868290848282034 0.150702774162654
"cg25050392" 0.391509227520597 0.143573767725156 0.111160705198281 0.847748627781797 0.838509818636813 0.200323872195491
"cg17078393" 0.140137099421413 0.193421952259105 0.123516010863885 0.846258232993306 0.844974799810619 0.386479764102171
"cg26360197" 0.319076511243323 0.0940075212610144 0.0524348032967656 0.77691678117495 0.71995141509532 0.142606447535262
"cg15474337" 0.0755788483177483 0.261401261663792 0.250475420469764 0.672935019382141 0.0936040035860108 0.154048063057814
"cg10145533" 0.0733130573169879 0.0951195878646736 0.0596304755203042 0.728688219574561 0.696177206361092 0.163867782510276
"cg14165142" 0.259757367446603 0.109871067508565 0.0663117169140836 0.812725469108483 0.823225829498813 0.240698439070357
"cg21959598" 0.212525223500155 0.227998360175948 0.280542305864511 0.852111666638065 0.825359359218325 0.144981128910428
"cg16108580" 0.110921560008248 0.138783261578822 0.0994846038242173 0.770242932799848 0.763228658692782 0.164712360019877
"cg08622666" 0.131564869701055 0.289678585209634 0.142340223494999 0.831909886534614 0.825482598581354 0.188632958277358
"cg24216966" 0.208306451067615 0.197449024030784 0.145414226539412 0.861227559706584 0.846777902285498 0.325147713507305
"cg02212836" 0.114020426889104 0.193444081999477 0.258117810865822 0.745033470738425 0.213677776277282 0.385690093474669
"cg16280132" 0.284285505517464 0.142677588587185 0.118878558557695 0.906549191967977 0.910050707057102 0.486520633178521
"cg25140783" 0.362811870870951 0.101271234728587 0.0671808379688829 0.812436416732016 0.776767836530494 0.146698821201658
"cg03728799" 0.14582484812697 0.124730076137156 0.112100362063714 0.81969808696852 0.799021315008038 0.320931574200271
"cg17479280" 0.078026854743149 0.664756048419443 0.471802408327552 0.909445109590469 0.543781026730392 0.17426873239688
"cg00795812" 0.292543327089949 0.0973934025275588 0.114365684025836 0.760037728321213 0.284867407182435 0.40613678671903
"cg14480046" 0.214836396701617 0.135619002602558 0.0986102974798409 0.876563157435598 0.823702957108034 0.485910944500316
"cg06208288" 0.398127338107949 0.176442304843894 0.123029198604346 0.888859989995718 0.915265626842976 0.178623893925206
"cg26341831" 0.0640325199962159 0.12925946754876 0.0556112005764338 0.632474612169126 0.184025968285032 0.103255223283497
"cg21999229" 0.0681450767567298 0.134901592735712 0.0719178071485639 0.779600827217485 0.779795309890193 0.198273219829918
"cg17587997" 0.119638685656065 0.314092614614293 0.215891960039747 0.863395663761854 0.864074606583988 0.145927630043457
"cg21830221" 0.0836070152374144 0.138247534743725 0.119637969264875 0.792167583542542 0.778604428537642 0.179424864651315
"cg26106166" 0.163862204366759 0.155424312598144 0.120802321221789 0.786657624309491 0.673491967784849 0.154961616959186
"cg07706695" 0.197766592681106 0.0801200509724887 0.0400030089931454 0.776507875238396 0.754866992584203 0.133625121775024
"cg18920397" 0.212369355854402 0.119360045174425 0.0684410382174424 0.781586233035246 0.649152141571945 0.182397559044777
"cg12810837" 0.0635909318605388 0.0794410130501208 0.0533660846401958 0.737634504441936 0.664062269423521 0.141419428312183
"cg26348243" 0.21716409106085 0.11989964812828 0.0888226350176364 0.901742217828451 0.917890996881953 0.475130951705702
"cg07018090" 0.0381287199213271 0.559679583431469 0.557048381923324 0.883381652699734 0.172605147305301 0.42676082192582
"cg27051683" 0.40600404575317 0.124399690305164 0.108160652309574 0.856179596456009 0.49613760561265 0.454079048396644
"cg21359303" 0.370780384508544 0.122714739242856 0.105943841396888 0.897391574142889 0.895094521412577 0.243536419059152
"cg23280720" 0.266649019527367 0.0829730715830001 0.0630817975638222 0.814632902484399 0.604271961121623 0.322618713094251
"cg18148314" 0.258691547461135 0.119493939844087 0.0667883879331315 0.840245290313843 0.83785109739048 0.156610035864542
"cg14437551" 0.0674285614982201 0.115422576272048 0.0691245960349291 0.788214315006286 0.772091178467588 0.138748434092272
"cg03526142" 0.390118987899027 0.0940942770650013 0.0494413372808278 0.849336437912421 0.798099125288955 0.11794360957757
"cg16219283" 0.116694639460357 0.167367843338328 0.124118304119663 0.864530115482874 0.854712511531301 0.261448491422076
"cg14441276" 0.0698749586356716 0.116413905346687 0.0824266287790711 0.816948154188503 0.825208126584167 0.190128539527646
"cg17161520" 0.0718688124368188 0.117809146351346 0.0687255307421515 0.808904560582652 0.76220908328781 0.214250219346234
"cg08169020" 0.410751929211949 0.09312052186569 0.0515995552806968 0.892899000905144 0.901053859285955 0.169856452187284
"cg14597739" 0.0766548199529256 0.145875566724526 0.0866978489871482 0.845227047574151 0.845964289244993 0.225036181439897
"cg21201401" 0.196641699482458 0.0784820379828683 0.0597959108458618 0.811776490568707 0.748653346742525 0.103331588133827
"cg20805133" 0.226577274771406 0.0793001051502537 0.0405221033614891 0.884007308215615 0.86468430557557 0.302475162607179
"cg11316887" 0.123220009182228 0.193471969618301 0.104809339748222 0.863967196320921 0.817791773573593 0.159324969722539
"cg17169196" 0.0976934790975925 0.160226022001676 0.106586895819569 0.883990861815049 0.870324915318107 0.261242126324031
"cg10699171" 0.165312444769381 0.105322682575595 0.0914706718211017 0.811384761314552 0.545938882623531 0.145156073578795
"cg11354682" 0.0607619879887701 0.4226953373615 0.438887035191114 0.837363356556355 0.121132216516815 0.12941010610229
"cg23954655" 0.0822575647946141 0.0786898214501389 0.0833655766188256 0.741356371063978 0.16378343177272 0.185286073235469
"cg20513976" 0.208054199219554 0.0523591075668808 0.0211391448665099 0.864555943257094 0.794893278987948 0.0928935032461792
"cg00446123" 0.214481325962149 0.0861594284919515 0.0559847044558976 0.890683562049642 0.826307445321838 0.115618829633942
"cg09993145" 0.140848031948935 0.0612730037987217 0.0421409020325262 0.759662140273928 0.0886482078695248 0.0783828151389817
"cg26872907" 0.942429877125224 0.87966603710087 0.939486591018768 0.932330806512383 0.0957119886062444 0.890454467641088
"cg23244761" 0.965273218656964 0.922649076189442 0.968245032626978 0.961237666103704 0.137653824766063 0.926921603633873
"cg05923857" 0.912330287817759 0.81264296816492 0.92392485461129 0.833061011932405 0.09829809907941 0.873956576358063
"cg24788483" 0.927344765363537 0.8735811709191 0.958989044780302 0.902515301282892 0.159344022364862 0.90707693138062
"cg12655112" 0.883937731592482 0.887994914577332 0.940178379630882 0.724506137319615 0.116431788755205 0.894595344641554
"cg10480329" 0.900562009178268 0.8960105723601 0.91376844435844 0.854641596227603 0.149079630668844 0.889021841398188
"cg11597902" 0.959103950655382 0.921436830136514 0.974217925103047 0.190822802245221 0.046070989850574 0.903995215760538
"cg20610950" 0.90336900251746 0.882185146942605 0.915127236000391 0.567318426979546 0.104423544246904 0.887276691772169
"cg18066690" 0.902468065700315 0.879467887606837 0.901622415038133 0.898851509000331 0.170755635162803 0.886214253361854
"cg13430807" 0.836314860029502 0.847137036480301 0.890010885427413 0.838461759676078 0.134866581658944 0.830509398045266
"cg10278149" 0.837372605557939 0.866991830637908 0.884927857788544 0.694911508985986 0.11905130917533 0.845532361130597
"cg11186858" 0.954552235087979 0.94215527767813 0.979197086501531 0.443332531094313 0.143104179000319 0.92044358380637
"cg26538782" 0.763202511096621 0.860791210552589 0.887402587420369 0.841812149206113 0.141033417958097 0.864533216954302
"cg18990407" 0.762960729625669 0.916190732927528 0.933563406280608 0.819373374503037 0.166388058273133 0.90888567008526
"cg16636767" 0.874755596323398 0.868609931133515 0.893624979624959 0.862709450339615 0.172559503477191 0.861299036995644
"cg08908131" 0.848712019656491 0.830553271658406 0.829820048453393 0.842374718331914 0.128618305935826 0.778170721803596
"cg04468741" 0.897003822475633 0.840975455537892 0.886435061439787 0.827022059008418 0.164485763018963 0.856381808529339
"cg07002540" 0.881070277236328 0.825114675085737 0.874850602437802 0.724282951156484 0.126176830041698 0.804588689770567
"cg10499974" 0.855681599011779 0.874806435351109 0.916910873717148 0.445465696249373 0.0938844810433927 0.852261400901073
"cg09322573" 0.839356648009883 0.862859360918395 0.877254882031505 0.655495936055355 0.122482251439097 0.836923912212002
"cg16429499" 0.515153782167762 0.862014814223973 0.891269101443229 0.869251300248325 0.102966370391244 0.838338908754049
"cg09220326" 0.893870680358345 0.869992926889183 0.897155422394209 0.562795543532694 0.124493671757855 0.854680200425845
"cg12207930" 0.845224355115615 0.849860597767188 0.875441763683932 0.602258798153034 0.112892041709735 0.838898859689643
"cg14109551" 0.899175537273054 0.866797411666975 0.901168339924806 0.72279670005126 0.161635167008306 0.858812413267401
"cg25898577" 0.898640336597288 0.872850102371633 0.884214724976748 0.746065740169098 0.157305773293594 0.820191398341324
"cg00208012" 0.857146679415371 0.863224652989702 0.889610579497575 0.821369012983607 0.167919088229146 0.84420648147089
"cg12422199" 0.675791116244822 0.832934061938263 0.855693056131654 0.848673510303036 0.111685288580404 0.780063389899105
"cg19835973" 0.922899532152841 0.854942789768787 0.903191023967447 0.908543396413214 0.203286102973229 0.856305220754504
"cg22675702" 0.832581921970795 0.823832424307486 0.852407073210011 0.811093063655732 0.142224508948025 0.821347717848452
"cg00288598" 0.942095472661156 0.765077930190013 0.87276529687989 0.757901730762649 0.159295711818937 0.885769092406553
"cg27366072" 0.813394212855719 0.8739995179519 0.887503869929663 0.722133021228411 0.146177121272363 0.845629402071417
"cg01476222" 0.769518141724739 0.868882714288025 0.846432456445027 0.856892868377457 0.140027700066387 0.748788206014478
"cg27059140" 0.884549204103592 0.869890747859396 0.882498352186222 0.448750849954459 0.10266279346373 0.831785624925051
"cg03339817" 0.768476587723081 0.934832962269754 0.962728363113206 0.958190350140514 0.232008088216143 0.928541117625293
"cg23146741" 0.77570713116398 0.817966779737232 0.828052234448798 0.78490677223621 0.118517102059339 0.763771005079019
"cg02861504" 0.863997515395691 0.875153787386172 0.898858006968416 0.440543569023302 0.107789280527514 0.848676556651954
"cg00733978" 0.835856145441846 0.823736453392683 0.819794389707626 0.748967923655996 0.124883129981077 0.762217666495404
"cg24365417" 0.852899233180202 0.833081574141521 0.857352510889017 0.749100410489545 0.143576434308299 0.790648494447405
"cg11327657" 0.945733801907111 0.913180451743689 0.952357850131556 0.075794284877741 0.0683838328693352 0.842543212335558
"cg13093111" 0.824693433364644 0.890038264514739 0.907121424572972 0.405113404063796 0.091123453094366 0.800621251184776
"cg10624395" 0.896199705889505 0.876504244615525 0.9006731595836 0.904710707018777 0.22334675665361 0.869662994301268
"cg18835472" 0.810992617424494 0.83165675772624 0.864962754804642 0.673660573847043 0.132292532508924 0.818009479130394
"cg02780988" 0.77954956212421 0.826871188971532 0.829161901325158 0.830057705242396 0.145615719170147 0.793167182853567
"cg22259797" 0.921949050654305 0.756930027071074 0.874060688831963 0.397736538610498 0.0933836480664999 0.859389774579237
"cg22528270" 0.96025651896708 0.921242813676742 0.965159860345011 0.0841452685348292 0.09191410887638 0.878981403892186
"cg06474225" 0.905555128543586 0.874243196925351 0.888451370894305 0.315575334626735 0.102210279906558 0.862265258011037
"cg06297318" 0.835206773018521 0.822177379398427 0.837209783896831 0.792920681945259 0.158145049641668 0.82098662775675
"cg19358608" 0.873599155854082 0.858697710146486 0.875848618789217 0.477192344707844 0.116914635639467 0.824364373367939
"cg13460556" 0.889026722601754 0.861448552600734 0.900927128323411 0.277315459719971 0.0850593214766163 0.825048607984423
"cg10690440" 0.938509386862954 0.902718724866864 0.933249253294986 0.142653824598769 0.086444755445116 0.846810058527621
"cg12216435" 0.0515027640148468 0.130711484917176 0.0896659280714191 0.616694583210973 0.686433176667229 0.119733821107217
"cg20171453" 0.158484344504791 0.166043303781524 0.121800354962517 0.749420905252157 0.816509900426721 0.4686926238853
"cg11977716" 0.221868567691028 0.114259518020108 0.0750439704288125 0.382660664316387 0.683228377402663 0.195409286271368
"cg03916225" 0.301502138975027 0.126411547468539 0.0894369218752952 0.775801766239169 0.789363138869783 0.167872100409558
"cg21577598" 0.394966625554985 0.0797418229809895 0.0565707184225691 0.816001205566988 0.818049487426767 0.249273572937546
"cg20055861" 0.0695743550685346 0.207488791904591 0.21192038096125 0.842384748183721 0.83992286007757 0.38622473625275
"cg09736959" 0.109575729980505 0.155856319045711 0.0971029299165876 0.771792257039173 0.779498746791073 0.270228827784602
"cg25919221" 0.190705386478242 0.110786274689391 0.0962861581954255 0.784535444433412 0.816461771605677 0.412090082019389
"cg27027055" 0.476779204981269 0.148495449936618 0.0602484976612924 0.841065042972695 0.858497785599669 0.249238923846825
"cg19510565" 0.256368493610134 0.1099359880585 0.0517072101323565 0.768595230760957 0.771612681015357 0.160196211839717
"cg26192520" 0.205159179405601 0.188462885872998 0.147907787592957 0.712816985155844 0.809066255268175 0.270038405342145
"cg23007665" 0.0801717239146899 0.105548719109373 0.0723520706896612 0.663018425564323 0.718899017297746 0.139337980284169
"cg26217402" 0.178020141130183 0.228663287047824 0.200147709991621 0.774655636668358 0.865650004479768 0.390838160930213
"cg14364797" 0.575298092681175 0.145302712315566 0.0620403862260443 0.222091798090286 0.73132642399556 0.0814345829526962
"cg02879423" 0.716709626461518 0.156781343435106 0.128695630990493 0.127461965835055 0.765950324242339 0.128222102214954
"cg24957609" 0.331430012057775 0.18175455764253 0.101430210024804 0.515620258464414 0.771231642832626 0.15041437494548
"cg03961551" 0.271700005225579 0.134120916750645 0.0826362269462245 0.789615261947474 0.814564864530627 0.186233972291565
"cg13554018" 0.0867328672271649 0.206515014534283 0.123251935467961 0.767765815043262 0.790887681248955 0.158234617932613
"cg23213217" 0.502880878397487 0.153016814405808 0.116180403199287 0.167196601679023 0.801828110545201 0.442119685206128
"cg10639435" 0.486176353214218 0.138217293776691 0.112520157504749 0.450150540044523 0.802116112063516 0.130415073266283
"cg12609063" 0.396272630539873 0.10618072878532 0.073708131060758 0.649523897901198 0.814162440656802 0.131737819605427
"cg19097880" 0.0695717228320454 0.0940741277071361 0.0570131523918493 0.697952597663657 0.762140758167926 0.143556439081741
"cg04722215" 0.316492415918208 0.121259102670276 0.0793467977005369 0.789689138844902 0.854614843742195 0.158623149243978
"cg03795574" 0.0846472606205305 0.11353399303865 0.127199700272804 0.104965654698636 0.757495514286909 0.363541564760931
"cg27582527" 0.834101866332118 0.832245122857373 0.631998463006199 0.859379477225731 0.85731713761962 0.102926128882539
"cg12811871" 0.75480657480423 0.960383622203213 0.723836244792184 0.96852113149918 0.965728677673781 0.184501976472283
"cg25383568" 0.935652065411143 0.925096955999463 0.783102403278745 0.947192159258067 0.945862337757852 0.234034677148995
"cg05875239" 0.899765240209751 0.902747112998843 0.81465672854887 0.905807301148052 0.89577499242898 0.212291239760854
"cg06202778" 0.895553190157598 0.875078112733544 0.696037612581804 0.862847714018086 0.835380787074294 0.163741666149106
"cg13617280" 0.881109658847512 0.876400113522988 0.838982480527735 0.813402269411787 0.874412466708067 0.189351980357955
"cg15956469" 0.953242476258669 0.945748738798406 0.818218634961569 0.945101665565224 0.945314052543134 0.257777544729078
"cg00805874" 0.964556206817731 0.967204325838424 0.686661952509898 0.935718370265029 0.947091382064847 0.239943610527638
"cg19066520" 0.913677763284257 0.657643482606274 0.735214983661018 0.907837008944884 0.943551443375688 0.174510987619454
"cg21333217" 0.962734408269475 0.950846597410644 0.769241640070161 0.956917113763138 0.954569245649781 0.263998061974079
"cg03538296" 0.880313834094282 0.876561155314259 0.749662658025193 0.879099956713901 0.875068960199027 0.200656532851335
"cg02384859" 0.878259345516073 0.872468106803932 0.68210392837994 0.891387823893445 0.888480485986522 0.193048571012249
"cg07307830" 0.881116404244687 0.794204523024023 0.647889635924438 0.883565537054175 0.878676402596657 0.168308482463626
"cg05653887" 0.886778984407433 0.865219493159904 0.680357033565652 0.866118015138657 0.872612239801277 0.186136989399919
"cg22749642" 0.867030894103894 0.878949474120113 0.699323984114627 0.869453771112562 0.886294050425167 0.192865715525228
"cg27309871" 0.881202085270241 0.887862291479162 0.726771682376982 0.878052553819713 0.883748876484774 0.206299346979661
"cg02150910" 0.818589093452373 0.860207434890292 0.665694781392522 0.861081551872833 0.867673489821921 0.17432673110317
"cg06040872" 0.901802624854726 0.877639386740317 0.676586071124491 0.828150578414171 0.890347460639837 0.195168632524701
"cg20657709" 0.88064297447247 0.880070136873856 0.726274568741158 0.877758180128285 0.873965807892412 0.209162992617453
"cg13917614" 0.904640823424605 0.940134642844617 0.849107386275323 0.93123680592163 0.918387221065176 0.270058994345031
"cg06022561" 0.847775869331145 0.761190561940482 0.613679876210268 0.798803134917522 0.855911351651433 0.142134514768479
"cg21474838" 0.890977144933586 0.836372582817652 0.696725343669933 0.881984629719816 0.885819290762646 0.209426726486538
"cg21634628" 0.801714052856195 0.806818078580248 0.672746486514246 0.885030858185924 0.883795047309286 0.182503265985358
"cg13613174" 0.892570233579088 0.821440132369203 0.651208231937629 0.817432925436941 0.877354127959222 0.185015724386714
"cg16340422" 0.86337771757714 0.849415910252381 0.658394090047748 0.86889038995546 0.882724931144193 0.198162839225807
"cg18672716" 0.865006271597489 0.855594728024578 0.645601971552545 0.832570797819039 0.852080407101642 0.184066937273501
"cg01940139" 0.887988992660173 0.848009312508618 0.694282096735923 0.883122066796255 0.883156172341408 0.213599358700337
"cg14301562" 0.865419985700947 0.860225026087478 0.700702482600215 0.810187201794074 0.851861057857986 0.192643217426178
"cg12531611" 0.895923482199688 0.884163110122219 0.733432535632281 0.893805041395552 0.881446721588877 0.23417303823177
"cg19696012" 0.877215882171015 0.84833231868286 0.674937669146927 0.876545878229358 0.884373341079213 0.210410978778688
